province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1308695,52.7,ILLITERATE,619057
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,10 - 14,206163,75.03,ILLITERATE,51476
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,15 - 19,177393,71.46,ILLITERATE,50621
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,20 - 24,155777,63.51,ILLITERATE,56847
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,25 - 29,140124,55.97,ILLITERATE,61695
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,30 - 34,121067,51.2,ILLITERATE,59079
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,35 - 39,113363,46.58,ILLITERATE,60556
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,40 - 44,86586,41.02,ILLITERATE,51070
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,45 - 49,75369,33.72,ILLITERATE,49954
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,50 - 54,66631,30.79,ILLITERATE,46113
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,55 - 59,48035,27.01,ILLITERATE,35059
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,60 - 64,38205,23.78,ILLITERATE,29121
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,65 - 69,30148,17.16,ILLITERATE,24976
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,70 - 74,22574,16.72,ILLITERATE,18800
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,27260,13.1,ILLITERATE,23690
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,1308695,52.7,TOTAL LITERATE,689638
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,10 - 14,206163,75.03,TOTAL LITERATE,154687
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,15 - 19,177393,71.46,TOTAL LITERATE,126772
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,20 - 24,155777,63.51,TOTAL LITERATE,98930
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,25 - 29,140124,55.97,TOTAL LITERATE,78429
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,30 - 34,121067,51.2,TOTAL LITERATE,61988
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,35 - 39,113363,46.58,TOTAL LITERATE,52807
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,40 - 44,86586,41.02,TOTAL LITERATE,35516
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,45 - 49,75369,33.72,TOTAL LITERATE,25415
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,50 - 54,66631,30.79,TOTAL LITERATE,20518
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,55 - 59,48035,27.01,TOTAL LITERATE,12976
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,60 - 64,38205,23.78,TOTAL LITERATE,9084
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,65 - 69,30148,17.16,TOTAL LITERATE,5172
