province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,6166,2742633,1394928,1347444,261,103.52,444.8,21.82,6.35,1869421,2.03
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,NA,2144201,1090484,1053555,162,103.51,NA,NA,6.39,1465614,2.02
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,URBAN,NA,598432,304444,293889,99,103.59,NA,NA,6.18,403807,2.09
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,TOTAL,1566,295714,149692,146000,22,102.53,188.83,9.32,6.13,200036,2.07
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,RURAL,NA,268160,135653,132487,20,102.39,NA,NA,6.12,200036,1.55
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,URBAN,NA,27554,14039,13513,2,103.89,NA,NA,6.27,NA,NA
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,TOTAL,851,433534,219496,214001,37,102.57,509.44,15.6,6.66,296465,2.02
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,RURAL,NA,365900,185430,180440,30,102.77,NA,NA,6.69,250117,2.02
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,URBAN,NA,67634,34066,33561,7,101.5,NA,NA,6.52,46348,2.01
PUNJAB,059,JHANG DISTRICT,JHANG TEHSIL,TOTAL,2591,1464818,747381,717280,157,104.2,565.35,29.32,6.24,999130,2.03
PUNJAB,059,JHANG DISTRICT,JHANG TEHSIL,RURAL,NA,1035377,528229,507071,77,104.17,NA,NA,6.26,694457,2.12
PUNJAB,059,JHANG DISTRICT,JHANG TEHSIL,URBAN,NA,429441,219152,210209,80,104.25,NA,NA,6.19,304673,1.82
PUNJAB,059,JHANG DISTRICT,SHORKOT TEHSIL,TOTAL,1158,548567,278359,270163,45,103.03,473.72,13.45,6.52,373790,2.04
PUNJAB,059,JHANG DISTRICT,SHORKOT TEHSIL,RURAL,NA,474764,241172,233557,35,103.26,NA,NA,6.64,321004,2.08
PUNJAB,059,JHANG DISTRICT,SHORKOT TEHSIL,URBAN,NA,73803,37187,36606,10,101.59,NA,NA,5.85,52786,1.78
