province_name,district_code,district_name,area_name,area_type,gender,marital_status,age_group,count
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,15 AND ABOVE,1635135
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,15-19,271587
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,20-24,228611
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,25-29,206544
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,30-34,179546
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,35-39,160442
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,40-44,121861
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,45-49,112534
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,50-54,101623
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,55-59,69440
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,60-64,61218
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,65-69,47019
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,70-74,33054
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,TOTAL,75 AND ABOVE,41656
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,15 AND ABOVE,448193
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,15-19,229931
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,20-24,117584
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,25-29,53532
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,30-34,21533
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,35-39,9636
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,40-44,4793
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,45-49,3231
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,50-54,2486
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,55-59,1557
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,60-64,1573
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,65-69,1003
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,70-74,582
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,NEVER MARRIED,75 AND ABOVE,752
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,15 AND ABOVE,1078268
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,15-19,40942
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,20-24,109192
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,25-29,150110
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,30-34,154246
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,35-39,145635
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,40-44,111181
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,45-49,101238
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,50-54,88857
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,55-59,57624
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,60-64,46610
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,65-69,32869
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,70-74,19945
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,MARRIED,75 AND ABOVE,19819
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,15 AND ABOVE,95845
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,15-19,266
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,20-24,664
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,25-29,1272
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,30-34,2025
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,35-39,3391
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,40-44,4396
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,45-49,6704
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,50-54,9121
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,55-59,9462
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,60-64,12476
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,65-69,12831
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,70-74,12338
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,WIDOWED,75 AND ABOVE,20899
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,15 AND ABOVE,12829
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,15-19,448
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,20-24,1171
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,25-29,1630
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,30-34,1742
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,35-39,1780
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,40-44,1491
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,45-49,1361
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,50-54,1159
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,55-59,797
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,60-64,559
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,65-69,316
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,70-74,189
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,DIVORCED,75 AND ABOVE,186
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,15 AND ABOVE,820689
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,15-19,139359
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,20-24,112167
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,25-29,99433
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,30-34,87650
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,35-39,79814
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,40-44,60069
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,45-49,57259
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,50-54,52997
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,55-59,36610
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,60-64,31533
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,65-69,24865
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,70-74,17458
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,TOTAL,75 AND ABOVE,21475
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,15 AND ABOVE,267428
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,15-19,128002
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,20-24,73654
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,25-29,35536
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,30-34,14624
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,35-39,6362
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,40-44,2948
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,45-49,1878
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,50-54,1380
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,55-59,827
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,60-64,848
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,65-69,544
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,70-74,364
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,NEVER MARRIED,75 AND ABOVE,461
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,15 AND ABOVE,521703
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,15-19,11118
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,20-24,37905
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,25-29,62873
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,30-34,71710
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,35-39,72007
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,40-44,55700
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,45-49,53490
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,50-54,49120
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,55-59,33150
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,60-64,27175
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,65-69,20506
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,70-74,13223
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,MARRIED,75 AND ABOVE,13726
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,15 AND ABOVE,27415
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,15-19,124
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,20-24,266
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,25-29,529
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,30-34,714
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,35-39,857
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,40-44,950
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,45-49,1473
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,50-54,2125
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,55-59,2380
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,60-64,3287
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,65-69,3695
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,70-74,3795
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,WIDOWED,75 AND ABOVE,7220
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,15 AND ABOVE,4143
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,15-19,115
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,20-24,342
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,25-29,495
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,30-34,602
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,35-39,588
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,40-44,471
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,45-49,418
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,50-54,372
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,55-59,253
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,60-64,223
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,65-69,120
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,70-74,76
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,DIVORCED,75 AND ABOVE,68
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,15 AND ABOVE,814185
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,15-19,132196
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,20-24,116408
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,25-29,107081
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,30-34,91862
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,35-39,80599
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,40-44,61776
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,45-49,55255
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,50-54,48616
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,55-59,32815
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,60-64,29672
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,65-69,22143
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,70-74,15588
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,TOTAL,75 AND ABOVE,20174
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,15 AND ABOVE,180504
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,15-19,101897
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,20-24,43894
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,25-29,17966
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,30-34,6875
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,35-39,3245
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,40-44,1829
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,45-49,1333
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,50-54,1096
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,55-59,715
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,60-64,712
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,NEVER MARRIED,65-69,448
