province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,2742633,71067,389915,790829,1162702,1217781,500198,706742,1281125,1513406,1296508,1468687,182947,121729
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,1394928,36741,199967,407560,603277,625798,251526,350959,635751,756891,643655,733592,95331,63798
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,1347444,34326,189948,383269,559419,591915,248604,355685,645177,756280,652646,734854,87577,57905
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,261,0,0,0,6,68,68,98,197,235,207,241,39,26
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,ALL SEXES,2144201,57099,314415,639059,930418,955566,381983,538703,977207,1156461,990068,1129033,147549,99742
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,MALE,1090484,29651,161229,329371,483314,491466,191806,267276,483707,577017,490228,563075,77126,52578
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,FEMALE,1053555,27448,153186,309688,447100,464061,190138,271371,493381,579301,499715,565810,70395,47145
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,TRANSGENDER,162,0,0,0,4,39,39,56,119,143,125,148,28,19
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,URBAN,ALL SEXES,598432,13968,75500,151770,232284,262215,118215,168039,303918,356945,306440,339654,35398,21987
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,URBAN,MALE,304444,7090,38738,78189,119963,134332,59720,83683,152044,179874,153427,170517,18205,11220
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,URBAN,FEMALE,293889,6878,36762,73581,112319,127854,58466,84314,151796,176979,152931,169044,17182,10760
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,URBAN,TRANSGENDER,99,0,0,0,2,29,29,42,78,92,82,93,11,7
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,TOTAL,ALL SEXES,295714,7547,42412,86806,127795,133583,54267,76150,136342,160620,137082,155813,19705,13366
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,TOTAL,MALE,149692,3976,21640,44596,66073,68231,26946,37505,67127,79762,67654,77463,10314,7005
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,TOTAL,FEMALE,146000,3571,20772,42210,61720,65348,27317,38640,69198,80839,69413,78331,9387,6358
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,TOTAL,TRANSGENDER,22,0,0,0,2,4,4,5,17,19,15,19,4,3
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,RURAL,ALL SEXES,268160,6844,38378,78706,115892,121120,49068,68803,123429,145454,124143,141269,18030,12276
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,RURAL,MALE,135653,3620,19589,40453,59949,61827,24307,33792,60650,72104,61170,70138,9437,6440
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,RURAL,FEMALE,132487,3224,18789,38253,55941,59290,24758,35008,62764,73333,62960,71114,8589,5833
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,RURAL,TRANSGENDER,20,0,0,0,2,3,3,3,15,17,13,17,4,3
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,URBAN,ALL SEXES,27554,703,4034,8100,11903,12463,5199,7347,12913,15166,12939,14544,1675,1090
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,URBAN,MALE,14039,356,2051,4143,6124,6404,2639,3713,6477,7658,6484,7325,877,565
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,URBAN,FEMALE,13513,347,1983,3957,5779,6058,2559,3632,6434,7506,6453,7217,798,525
PUNJAB,059,JHANG DISTRICT,18-HAZARI TEHSIL,URBAN,TRANSGENDER,2,0,0,0,0,1,1,2,2,2,2,2,0,0
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,TOTAL,ALL SEXES,433534,11638,66828,134764,194366,195589,76399,107738,194757,228768,195740,222274,27949,18748
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,TOTAL,MALE,219496,5949,34121,69517,100776,100058,37818,52881,95817,113337,96461,110164,14383,9798
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,TOTAL,FEMALE,214001,5689,32707,65247,93588,95524,38574,54845,98913,115402,99252,112075,13557,8942
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,TOTAL,TRANSGENDER,37,0,0,0,2,7,7,12,27,29,27,35,9,8
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,RURAL,ALL SEXES,365900,9860,56980,115027,165110,165102,63954,90154,163071,191635,164047,186757,23907,16137
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,RURAL,MALE,185430,5060,29030,59249,85625,84570,31695,44380,80365,95074,80941,92714,12344,8451
PUNJAB,059,JHANG DISTRICT,AHMADPUR SIAL TEHSIL,RURAL,FEMALE,180440,4800,27950,55778,79485,80528,32255,45766,82686,96539,83084,94013,11554,7678
