province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,2742633,100,REGULAR,426845,99.44,2708912
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,2742633,100,INSTITUTIONAL,2211,0.52,32596
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,2742633,100,HOMELESS,186,0.04,1125
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,2742633,100,TOTAL,429242,100,2742633
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,1394928,50.86,REGULAR,426845,99.44,1373805
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,1394928,50.86,INSTITUTIONAL,2211,0.52,20514
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,1394928,50.86,HOMELESS,186,0.04,609
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,1394928,50.86,TOTAL,429242,100,1394928
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,1347444,49.13,REGULAR,426845,99.44,1334853
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,1347444,49.13,INSTITUTIONAL,2211,0.52,12076
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,1347444,49.13,HOMELESS,186,0.04,515
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,1347444,49.13,TOTAL,429242,100,1347444
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,261,0.01,REGULAR,426845,99.44,254
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,261,0.01,INSTITUTIONAL,2211,0.52,6
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,261,0.01,HOMELESS,186,0.04,1
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,261,0.01,TOTAL,429242,100,261
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,ALL SEXES,2144201,100,REGULAR,331999,99.5,2122311
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,ALL SEXES,2144201,100,INSTITUTIONAL,1525,0.46,20962
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,ALL SEXES,2144201,100,HOMELESS,143,0.04,928
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,ALL SEXES,2144201,100,TOTAL,333667,100,2144201
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,MALE,1090484,50.86,REGULAR,331999,99.5,1076903
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,MALE,1090484,50.86,INSTITUTIONAL,1525,0.46,13083
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,MALE,1090484,50.86,HOMELESS,143,0.04,498
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,MALE,1090484,50.86,TOTAL,333667,100,1090484
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,FEMALE,1053555,49.14,REGULAR,331999,99.5,1045252
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,FEMALE,1053555,49.14,INSTITUTIONAL,1525,0.46,7874
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,FEMALE,1053555,49.14,HOMELESS,143,0.04,429
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,FEMALE,1053555,49.14,TOTAL,333667,100,1053555
