province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,1,3502,0.92,91613,23.98,916
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,1,60217,15.76,91613,23.98,17007
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,1,119358,31.24,91613,23.98,29345
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,1,192072,50.27,91613,23.98,42881
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,1,6927,1.81,91613,23.98,1464
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,2,3502,0.92,132766,34.75,1223
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,2,60217,15.76,132766,34.75,21900
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,2,119358,31.24,132766,34.75,43481
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,2,192072,50.27,132766,34.75,63964
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,2,6927,1.81,132766,34.75,2198
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,3,3502,0.92,76604,20.05,658
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,3,60217,15.76,76604,20.05,11141
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,3,119358,31.24,76604,20.05,23508
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,3,192072,50.27,76604,20.05,39937
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,3,6927,1.81,76604,20.05,1360
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,4,3502,0.92,42410,11.1,344
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,4,60217,15.76,42410,11.1,5478
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,4,119358,31.24,42410,11.1,12545
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,4,192072,50.27,42410,11.1,23204
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,4,6927,1.81,42410,11.1,839
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,5,3502,0.92,18772,4.91,168
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,5,60217,15.76,18772,4.91,2387
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,5,119358,31.24,18772,4.91,5210
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,5,192072,50.27,18772,4.91,10575
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,5,6927,1.81,18772,4.91,432
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,6,3502,0.92,9703,2.54,73
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,6,60217,15.76,9703,2.54,1147
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,6,119358,31.24,9703,2.54,2596
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,6,192072,50.27,9703,2.54,5620
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,6,6927,1.81,9703,2.54,267
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,7,3502,0.92,4597,1.2,61
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,7,60217,15.76,4597,1.2,542
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,7,119358,31.24,4597,1.2,1226
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,7,192072,50.27,4597,1.2,2614
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,7,6927,1.81,4597,1.2,154
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,8,3502,0.92,2545,0.67,25
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,8,60217,15.76,2545,0.67,290
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,8,119358,31.24,2545,0.67,675
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,8,192072,50.27,2545,0.67,1468
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,8,6927,1.81,2545,0.67,87
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,3502,0.92,3066,0.8,34
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,60217,15.76,3066,0.8,325
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,119358,31.24,3066,0.8,772
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,192072,50.27,3066,0.8,1809
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,6927,1.81,3066,0.8,126
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,UNDER CONSTRUCTION,1,2754,0.91,74704,24.62,743
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,LESS THAN 5 YEARS,1,50449,16.62,74704,24.62,14875
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,5-10 YEARS,1,100574,33.14,74704,24.62,25335
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,11-50 YEARS,1,145892,48.08,74704,24.62,32957
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,OVER 50 YEARS,1,3796,1.25,74704,24.62,794
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,UNDER CONSTRUCTION,2,2754,0.91,108990,35.92,996
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,LESS THAN 5 YEARS,2,50449,16.62,108990,35.92,18689
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,5-10 YEARS,2,100574,33.14,108990,35.92,37329
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,11-50 YEARS,2,145892,48.08,108990,35.92,50673
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,OVER 50 YEARS,2,3796,1.25,108990,35.92,1303
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,UNDER CONSTRUCTION,3,2754,0.91,59603,19.64,488
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,LESS THAN 5 YEARS,3,50449,16.62,59603,19.64,8991
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,5-10 YEARS,3,100574,33.14,59603,19.64,19413
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,11-50 YEARS,3,145892,48.08,59603,19.64,29946
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,OVER 50 YEARS,3,3796,1.25,59603,19.64,765
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,UNDER CONSTRUCTION,4,2754,0.91,31939,10.52,259
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,LESS THAN 5 YEARS,4,50449,16.62,31939,10.52,4315
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,5-10 YEARS,4,100574,33.14,31939,10.52,10125
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,11-50 YEARS,4,145892,48.08,31939,10.52,16830
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,OVER 50 YEARS,4,3796,1.25,31939,10.52,410
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,UNDER CONSTRUCTION,5,2754,0.91,13661,4.5,118
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,LESS THAN 5 YEARS,5,50449,16.62,13661,4.5,1813
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,5-10 YEARS,5,100574,33.14,13661,4.5,4122
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,RURAL,11-50 YEARS,5,145892,48.08,13661,4.5,7405
