province_name,district_code,district_name,area_name,area_type,gender,age_group,count
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,ALL AGES,19657
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,00 - 04,1233
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,05 - 09,2929
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,10 - 14,2726
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,15 - 19,2411
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,20 - 24,1899
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,25 - 29,1582
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,30 - 34,1219
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,35 - 39,1111
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,40 - 44,858
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,45 - 49,739
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,50 - 54,695
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,55 - 59,497
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,60 - 64,490
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,65 - 69,430
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,70 - 74,331
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,507
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,ALL AGES,12331
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,00 - 04,726
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,05 - 09,1746
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,10 - 14,1666
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,15 - 19,1505
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,20 - 24,1195
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,25 - 29,1000
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,30 - 34,800
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,35 - 39,720
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,40 - 44,542
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,45 - 49,488
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,50 - 54,470
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,55 - 59,352
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,60 - 64,322
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,65 - 69,284
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,70 - 74,224
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,MALE,75 AND ABOVE,291
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,ALL AGES,7265
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,00 - 04,507
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,05 - 09,1183
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,10 - 14,1060
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,15 - 19,891
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,20 - 24,697
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,25 - 29,575
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,30 - 34,414
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,35 - 39,384
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,40 - 44,313
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,45 - 49,248
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,50 - 54,224
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,55 - 59,142
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,60 - 64,166
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,65 - 69,143
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,70 - 74,103
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,FEMALE,75 AND ABOVE,215
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,ALL AGES,61
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,00 - 04,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,05 - 09,0
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,TRANSGENDER,10 - 14,0
