province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,1 PERSON,1,10135,2.37,1.85,106961,25.06,4.75,5562
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,2 PERSONS,1,29103,6.82,1.85,106961,25.06,4.75,14228
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,3 PERSONS,1,36748,8.61,2.01,106961,25.06,4.75,14959
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,4 PERSONS,1,49558,11.61,2.14,106961,25.06,4.75,17116
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5 PERSONS,1,62349,14.61,2.29,106961,25.06,4.75,17615
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,6 PERSONS,1,64087,15.01,2.41,106961,25.06,4.75,15120
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,7 PERSONS,1,52584,12.32,2.56,106961,25.06,4.75,10163
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,8 PERSONS,1,38006,8.9,2.72,106961,25.06,4.75,5922
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,9 PERSONS,1,26065,6.11,2.95,106961,25.06,4.75,2975
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,58210,13.64,3.76,106961,25.06,4.75,3301
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,1 PERSON,2,10135,2.37,1.85,150287,35.21,5.92,2575
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,2 PERSONS,2,29103,6.82,1.85,150287,35.21,5.92,9463
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,3 PERSONS,2,36748,8.61,2.01,150287,35.21,5.92,13222
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,4 PERSONS,2,49558,11.61,2.14,150287,35.21,5.92,18790
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,5 PERSONS,2,62349,14.61,2.29,150287,35.21,5.92,24445
PUNJAB,059,JHANG DISTRICT,JHANG DISTRICT,TOTAL,6 PERSONS,2,64087,15.01,2.41,150287,35.21,5.92,25543
