province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,WALL,BAKED BRICKS/BLOCKS/STONES,1991,7.67,1722
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,WALL,UNBAKED BRICKS/MUD,10155,39.11,9097
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,WALL,WOOD/BAMBOO,9320,35.9,8169
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,WALL,OTHERS,4496,17.32,4114
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,ROOF,RCC/RBC,342,1.32,211
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,ROOF,CEMENT/IRON SHEETS,233,0.9,189
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,ROOF,GARDER/T.IRON,1949,7.51,1757
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,ROOF,WOOD/BAMBOO,18843,72.58,16846
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OWNED,23102,88.98,ROOF,OTHERS,4595,17.7,4099
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,WALL,BAKED BRICKS/BLOCKS/STONES,1991,7.67,168
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,WALL,UNBAKED BRICKS/MUD,10155,39.11,237
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,WALL,WOOD/BAMBOO,9320,35.9,221
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,WALL,OTHERS,4496,17.32,41
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,ROOF,RCC/RBC,342,1.32,83
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,ROOF,CEMENT/IRON SHEETS,233,0.9,29
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,ROOF,GARDER/T.IRON,1949,7.51,85
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,RENTED,667,2.57,ROOF,WOOD/BAMBOO,18843,72.58,416
