province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,1,635,2.75,4391,19.01,82
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,1,4220,18.27,4391,19.01,993
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,1,5994,25.95,4391,19.01,887
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,1,10348,44.79,4391,19.01,1829
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,1,1905,8.25,4391,19.01,600
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,2,635,2.75,5770,24.98,125
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,2,4220,18.27,5770,24.98,1134
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,2,5994,25.95,5770,24.98,1419
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,2,10348,44.79,5770,24.98,2788
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,2,1905,8.25,5770,24.98,304
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,3,635,2.75,5239,22.68,167
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,3,4220,18.27,5239,22.68,1170
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,3,5994,25.95,5239,22.68,1400
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,3,10348,44.79,5239,22.68,2235
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,3,1905,8.25,5239,22.68,267
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,4,635,2.75,3028,13.11,99
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,4,4220,18.27,3028,13.11,402
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,4,5994,25.95,3028,13.11,842
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,4,10348,44.79,3028,13.11,1470
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,4,1905,8.25,3028,13.11,215
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,5,635,2.75,1182,5.12,32
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,5,4220,18.27,1182,5.12,170
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,5,5994,25.95,1182,5.12,378
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,5,10348,44.79,1182,5.12,518
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,5,1905,8.25,1182,5.12,84
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,6,635,2.75,1325,5.74,45
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,6,4220,18.27,1325,5.74,169
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,6,5994,25.95,1325,5.74,348
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,6,10348,44.79,1325,5.74,633
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,6,1905,8.25,1325,5.74,130
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,7,635,2.75,813,3.52,16
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,7,4220,18.27,813,3.52,71
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,7,5994,25.95,813,3.52,279
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,7,10348,44.79,813,3.52,350
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,7,1905,8.25,813,3.52,97
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,8,635,2.75,439,1.9,14
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,8,4220,18.27,439,1.9,34
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,8,5994,25.95,439,1.9,180
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,8,10348,44.79,439,1.9,170
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,8,1905,8.25,439,1.9,41
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,635,2.75,915,3.96,55
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,4220,18.27,915,3.96,77
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,5994,25.95,915,3.96,261
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,10348,44.79,915,3.96,355
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,1905,8.25,915,3.96,167
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,UNDER CONSTRUCTION,1,605,2.8,4049,18.72,72
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,LESS THAN 5 YEARS,1,4088,18.9,4049,18.72,965
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,5-10 YEARS,1,5742,26.54,4049,18.72,844
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,11-50 YEARS,1,9359,43.26,4049,18.72,1569
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,OVER 50 YEARS,1,1841,8.51,4049,18.72,599
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,UNDER CONSTRUCTION,2,605,2.8,5389,24.91,118
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,LESS THAN 5 YEARS,2,4088,18.9,5389,24.91,1109
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,5-10 YEARS,2,5742,26.54,5389,24.91,1361
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,11-50 YEARS,2,9359,43.26,5389,24.91,2501
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,OVER 50 YEARS,2,1841,8.51,5389,24.91,300
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,UNDER CONSTRUCTION,3,605,2.8,4985,23.04,164
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,LESS THAN 5 YEARS,3,4088,18.9,4985,23.04,1132
BALOCHISTAN,126,KOHLU DISTRICT,KOHLU DISTRICT,RURAL,5-10 YEARS,3,5742,26.54,4985,23.04,1352
