province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,084,DADU DISTRICT,NA,NA,NA,YES,DADU DISTRICT,68647,52578,7865,8204,61179,64676,44776,62772,64452,66282,5.48
SINDH,084,DADU DISTRICT,DADU TALUKA,NA,NA,YES,DADU TALUKA,32778,27419,3090,2269,31724,31349,21713,29798,30769,31795,5.48
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,NA,YES,DADU MC,30614,25747,2949,1918,29922,29403,20409,28054,28968,29744,5.5
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,YES,CHARGE NO 04,11401,9410,1105,886,11167,10935,6298,10732,11017,10673,5.58
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,NO,CIRCLE NO 01,2413,1888,231,294,2352,2273,1407,2108,2193,2372,5.58
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,NO,CIRCLE NO 02,1791,1382,310,99,1781,1680,1225,1650,1786,1746,5.52
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,NO,CIRCLE NO 03,578,502,25,51,564,561,421,538,562,577,6.83
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,NO,CIRCLE NO 04,1184,743,281,160,1143,1125,156,1103,1121,1143,6.01
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,NO,CIRCLE NO 05,1236,1121,48,67,1185,1214,1123,1218,1195,1234,5.85
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,NO,CIRCLE NO 06,1365,1282,50,33,1342,1331,949,1333,1358,1265,5.04
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 04,NO,CIRCLE NO 07,2834,2492,160,182,2800,2751,1017,2782,2802,2336,5.34
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 05,YES,CHARGE NO 05,10027,8251,1037,739,9730,9433,6532,8762,8999,9931,5.56
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 05,NO,CIRCLE NO 01,1108,768,185,155,1096,934,192,997,999,1106,5.71
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 05,NO,CIRCLE NO 02,1248,1053,103,92,1208,1199,1078,1224,1228,1243,5.79
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 05,NO,CIRCLE NO 03,1157,1050,65,42,1141,1142,882,872,921,1143,5.31
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 05,NO,CIRCLE NO 04,952,871,47,34,947,933,863,874,943,952,5.13
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 05,NO,CIRCLE NO 05,1286,856,378,52,1258,1260,864,1189,1210,1281,5.23
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,CHARGE NO 05,NO,CIRCLE NO 06,1574,1327,157,90,1548,1553,934,1384,1483,1546,5.23
