province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,"100,000 - 199,999",102550,2.73,5.5,ALL SEXES,171319
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,"100,000 - 199,999",102550,2.73,5.5,MALE,87979
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,"100,000 - 199,999",102550,2.73,5.5,FEMALE,83321
SINDH,084,DADU DISTRICT,DADU TALUKA,DADU MC,"100,000 - 199,999",102550,2.73,5.5,TRANSGENDER,19
SINDH,084,DADU DISTRICT,MEHAR TALUKA,MEHAR MC,"50,000 - 99,999",27042,3.92,5.89,ALL SEXES,56200
SINDH,084,DADU DISTRICT,MEHAR TALUKA,MEHAR MC,"50,000 - 99,999",27042,3.92,5.89,MALE,28493
SINDH,084,DADU DISTRICT,MEHAR TALUKA,MEHAR MC,"50,000 - 99,999",27042,3.92,5.89,FEMALE,27695
SINDH,084,DADU DISTRICT,MEHAR TALUKA,MEHAR MC,"50,000 - 99,999",27042,3.92,5.89,TRANSGENDER,12
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,KHAIR PUR NATHAN SHAH MC,"25,000 - 49,999",26012,2.46,5.29,ALL SEXES,41320
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,KHAIR PUR NATHAN SHAH MC,"25,000 - 49,999",26012,2.46,5.29,MALE,21187
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,KHAIR PUR NATHAN SHAH MC,"25,000 - 49,999",26012,2.46,5.29,FEMALE,20132
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,KHAIR PUR NATHAN SHAH MC,"25,000 - 49,999",26012,2.46,5.29,TRANSGENDER,1
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,SITA ROAD TC,"25,000 - 49,999",23980,1.37,5.46,ALL SEXES,31093
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,SITA ROAD TC,"25,000 - 49,999",23980,1.37,5.46,MALE,16169
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,SITA ROAD TC,"25,000 - 49,999",23980,1.37,5.46,FEMALE,14922
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,SITA ROAD TC,"25,000 - 49,999",23980,1.37,5.46,TRANSGENDER,2
SINDH,084,DADU DISTRICT,JOHI TALUKA,JOHI TC,"25,000 - 49,999",17997,2.54,5.19,ALL SEXES,29031
SINDH,084,DADU DISTRICT,JOHI TALUKA,JOHI TC,"25,000 - 49,999",17997,2.54,5.19,MALE,14693
SINDH,084,DADU DISTRICT,JOHI TALUKA,JOHI TC,"25,000 - 49,999",17997,2.54,5.19,FEMALE,14330
SINDH,084,DADU DISTRICT,JOHI TALUKA,JOHI TC,"25,000 - 49,999",17997,2.54,5.19,TRANSGENDER,8
SINDH,084,DADU DISTRICT,MEHAR TALUKA,RADHAN TC,"25,000 - 49,999",14406,3.73,5.35,ALL SEXES,28900
SINDH,084,DADU DISTRICT,MEHAR TALUKA,RADHAN TC,"25,000 - 49,999",14406,3.73,5.35,MALE,14893
SINDH,084,DADU DISTRICT,MEHAR TALUKA,RADHAN TC,"25,000 - 49,999",14406,3.73,5.35,FEMALE,14004
SINDH,084,DADU DISTRICT,MEHAR TALUKA,RADHAN TC,"25,000 - 49,999",14406,3.73,5.35,TRANSGENDER,3
SINDH,084,DADU DISTRICT,MEHAR TALUKA,THARI MOHABAT TC,"10,000 - 24,999",10240,1.76,5.52,ALL SEXES,14282
SINDH,084,DADU DISTRICT,MEHAR TALUKA,THARI MOHABAT TC,"10,000 - 24,999",10240,1.76,5.52,MALE,7416
SINDH,084,DADU DISTRICT,MEHAR TALUKA,THARI MOHABAT TC,"10,000 - 24,999",10240,1.76,5.52,FEMALE,6861
SINDH,084,DADU DISTRICT,MEHAR TALUKA,THARI MOHABAT TC,"10,000 - 24,999",10240,1.76,5.52,TRANSGENDER,5
SINDH,084,DADU DISTRICT,DADU TALUKA,PHULJI TC,"10,000 - 24,999",6907,2.6,5.2,ALL SEXES,11261
SINDH,084,DADU DISTRICT,DADU TALUKA,PHULJI TC,"10,000 - 24,999",6907,2.6,5.2,MALE,5750
SINDH,084,DADU DISTRICT,DADU TALUKA,PHULJI TC,"10,000 - 24,999",6907,2.6,5.2,FEMALE,5510
SINDH,084,DADU DISTRICT,DADU TALUKA,PHULJI TC,"10,000 - 24,999",6907,2.6,5.2,TRANSGENDER,1
