province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,7866,1550390,795700,754480,210,105.46,197.1,24.73,5.38,1106717,1.79
SINDH,084,DADU DISTRICT,DADU DISTRICT,RURAL,NA,1166984,599120,567705,159,105.53,NA,NA,5.35,877583,1.51
SINDH,084,DADU DISTRICT,DADU DISTRICT,URBAN,NA,383406,196580,186775,51,105.25,NA,NA,5.48,229134,2.74
SINDH,084,DADU DISTRICT,DADU TALUKA,TOTAL,846,461665,237753,223879,33,106.2,545.7,39.55,5.39,327972,1.81
SINDH,084,DADU DISTRICT,DADU TALUKA,RURAL,NA,279085,144024,135048,13,106.65,NA,NA,5.34,218515,1.29
SINDH,084,DADU DISTRICT,DADU TALUKA,URBAN,NA,182580,93729,88831,20,105.51,NA,NA,5.48,109457,2.72
SINDH,084,DADU DISTRICT,JOHI TALUKA,TOTAL,3509,294389,151144,143194,51,105.55,83.9,9.86,5.1,207383,1.86
SINDH,084,DADU DISTRICT,JOHI TALUKA,RURAL,NA,265358,136451,128864,43,105.89,NA,NA,5.09,189386,1.79
SINDH,084,DADU DISTRICT,JOHI TALUKA,URBAN,NA,29031,14693,14330,8,102.53,NA,NA,5.19,17997,2.54
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,TOTAL,2583,334477,171465,162952,60,105.22,129.49,21.65,5.4,253309,1.47
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,RURAL,NA,262064,134109,127898,57,104.86,NA,NA,5.41,203317,1.34
SINDH,084,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,URBAN,NA,72413,37356,35054,3,106.57,NA,NA,5.36,49992,1.97
SINDH,084,DADU DISTRICT,MEHAR TALUKA,TOTAL,928,459859,235338,224455,66,104.85,495.54,21.61,5.55,318053,1.96
SINDH,084,DADU DISTRICT,MEHAR TALUKA,RURAL,NA,360477,184536,175895,46,104.91,NA,NA,5.53,266365,1.6
SINDH,084,DADU DISTRICT,MEHAR TALUKA,URBAN,NA,99382,50802,48560,20,104.62,NA,NA,5.66,51688,3.49
