province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,KITCHEN,SEPARATE,139537,49.09,132208
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,KITCHEN,SHARED,71831,25.27,67142
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,KITCHEN,NONE,72895,25.64,68247
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,BATH,SEPARATE,131084,46.11,123785
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,BATH,SHARED,77486,27.26,72279
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,BATH,NONE,75693,26.63,71533
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,LATRINE,SEWER,42699,15.02,39064
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,LATRINE,SEPTIC TANK,17368,6.11,16556
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,LATRINE,OPEN DRAIN,93239,32.8,86440
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,LATRINE,PIT WITH SLAB,63875,22.47,61731
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,LATRINE,OTHER,27583,9.7,26468
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,OWNED,267597,94.14,LATRINE,NONE,39499,13.9,37338
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,RENTED,10907,3.84,KITCHEN,SEPARATE,139537,49.09,5616
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,RENTED,10907,3.84,KITCHEN,SHARED,71831,25.27,3735
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,RENTED,10907,3.84,KITCHEN,NONE,72895,25.64,1556
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,RENTED,10907,3.84,BATH,SEPARATE,131084,46.11,5671
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,RENTED,10907,3.84,BATH,SHARED,77486,27.26,4173
SINDH,084,DADU DISTRICT,DADU DISTRICT,TOTAL,RENTED,10907,3.84,BATH,NONE,75693,26.63,1063
