province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,1 PERSON,1,1254,4.06,1.37,14270,46.22,4.77,1007
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,2 PERSONS,1,3394,10.99,1.52,14270,46.22,4.77,2281
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,3 PERSONS,1,3292,10.66,1.6,14270,46.22,4.77,2035
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,4 PERSONS,1,4200,13.6,1.81,14270,46.22,4.77,2155
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,5 PERSONS,1,4060,13.15,2.01,14270,46.22,4.77,1772
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,6 PERSONS,1,3849,12.47,2.18,14270,46.22,4.77,1476
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,7 PERSONS,1,3193,10.34,2.31,14270,46.22,4.77,1125
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,8 PERSONS,1,2803,9.08,2.39,14270,46.22,4.77,970
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,9 PERSONS,1,1897,6.14,2.48,14270,46.22,4.77,646
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,2933,9.5,3,14270,46.22,4.77,803
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,1 PERSON,2,1254,4.06,1.37,8148,26.39,5.59,146
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,2 PERSONS,2,3394,10.99,1.52,8148,26.39,5.59,739
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,3 PERSONS,2,3292,10.66,1.6,8148,26.39,5.59,845
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,4 PERSONS,2,4200,13.6,1.81,8148,26.39,5.59,1245
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,5 PERSONS,2,4060,13.15,2.01,8148,26.39,5.59,1278
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,6 PERSONS,2,3849,12.47,2.18,8148,26.39,5.59,1204
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,7 PERSONS,2,3193,10.34,2.31,8148,26.39,5.59,930
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,8 PERSONS,2,2803,9.08,2.39,8148,26.39,5.59,731
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,9 PERSONS,2,1897,6.14,2.48,8148,26.39,5.59,452
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,2933,9.5,3,8148,26.39,5.59,578
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,1 PERSON,3,1254,4.06,1.37,4372,14.16,6.49,55
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,2 PERSONS,3,3394,10.99,1.52,4372,14.16,6.49,236
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,3 PERSONS,3,3292,10.66,1.6,4372,14.16,6.49,263
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,4 PERSONS,3,4200,13.6,1.81,4372,14.16,6.49,504
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,5 PERSONS,3,4060,13.15,2.01,4372,14.16,6.49,590
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,6 PERSONS,3,3849,12.47,2.18,4372,14.16,6.49,647
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,7 PERSONS,3,3193,10.34,2.31,4372,14.16,6.49,564
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,8 PERSONS,3,2803,9.08,2.39,4372,14.16,6.49,573
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,9 PERSONS,3,1897,6.14,2.48,4372,14.16,6.49,399
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,2933,9.5,3,4372,14.16,6.49,541
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,1 PERSON,4,1254,4.06,1.37,2310,7.48,7.26,20
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,2 PERSONS,4,3394,10.99,1.52,2310,7.48,7.26,89
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,3 PERSONS,4,3292,10.66,1.6,2310,7.48,7.26,93
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,4 PERSONS,4,4200,13.6,1.81,2310,7.48,7.26,187
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,5 PERSONS,4,4060,13.15,2.01,2310,7.48,7.26,267
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,6 PERSONS,4,3849,12.47,2.18,2310,7.48,7.26,294
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,7 PERSONS,4,3193,10.34,2.31,2310,7.48,7.26,357
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,8 PERSONS,4,2803,9.08,2.39,2310,7.48,7.26,310
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,9 PERSONS,4,1897,6.14,2.48,2310,7.48,7.26,224
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,2933,9.5,3,2310,7.48,7.26,469
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,1 PERSON,5,1254,4.06,1.37,738,2.39,7.62,5
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,2 PERSONS,5,3394,10.99,1.52,738,2.39,7.62,15
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,3 PERSONS,5,3292,10.66,1.6,738,2.39,7.62,17
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,4 PERSONS,5,4200,13.6,1.81,738,2.39,7.62,42
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,5 PERSONS,5,4060,13.15,2.01,738,2.39,7.62,59
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,6 PERSONS,5,3849,12.47,2.18,738,2.39,7.62,102
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,7 PERSONS,5,3193,10.34,2.31,738,2.39,7.62,118
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,8 PERSONS,5,2803,9.08,2.39,738,2.39,7.62,112
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,9 PERSONS,5,1897,6.14,2.48,738,2.39,7.62,87
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,2933,9.5,3,738,2.39,7.62,181
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,1 PERSON,6,1254,4.06,1.37,510,1.65,8.7,3
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,2 PERSONS,6,3394,10.99,1.52,510,1.65,8.7,5
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,3 PERSONS,6,3292,10.66,1.6,510,1.65,8.7,15
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,4 PERSONS,6,4200,13.6,1.81,510,1.65,8.7,15
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,5 PERSONS,6,4060,13.15,2.01,510,1.65,8.7,36
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,6 PERSONS,6,3849,12.47,2.18,510,1.65,8.7,64
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,7 PERSONS,6,3193,10.34,2.31,510,1.65,8.7,60
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,8 PERSONS,6,2803,9.08,2.39,510,1.65,8.7,49
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,9 PERSONS,6,1897,6.14,2.48,510,1.65,8.7,45
