province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,KITCHEN,SEPARATE,7427,24.06,7258
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,KITCHEN,SHARED,16436,53.23,16229
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,KITCHEN,NONE,7012,22.71,6929
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,BATH,SEPARATE,7474,24.21,7287
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,BATH,SHARED,18431,59.7,18234
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,BATH,NONE,4970,16.1,4895
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,LATRINE,SEWER,1033,3.35,924
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,LATRINE,SEPTIC TANK,1776,5.75,1751
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,LATRINE,OPEN DRAIN,1971,6.38,1935
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,LATRINE,PIT WITH SLAB,7859,25.45,7766
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,LATRINE,OTHER,8463,27.41,8377
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,OWNED,30416,98.51,LATRINE,NONE,9773,31.65,9663
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,KITCHEN,SEPARATE,7427,24.06,52
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,KITCHEN,SHARED,16436,53.23,81
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,KITCHEN,NONE,7012,22.71,31
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,BATH,SEPARATE,7474,24.21,62
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,BATH,SHARED,18431,59.7,73
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,BATH,NONE,4970,16.1,29
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,LATRINE,SEWER,1033,3.35,30
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,LATRINE,SEPTIC TANK,1776,5.75,15
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,LATRINE,OPEN DRAIN,1971,6.38,18
BALOCHISTAN,110,WASHUK DISTRICT,WASHUK DISTRICT,TOTAL,RENTED,164,0.53,LATRINE,PIT WITH SLAB,7859,25.45,35
