province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,facility,source,total_by_facility,percent_by_facility,count
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,KITCHEN,SEPARATE,274057,42.51,4584
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,KITCHEN,SHARED,108466,16.82,1392
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,KITCHEN,NONE,262198,40.67,3246
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,BATH,SEPARATE,363855,56.44,5587
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,BATH,SHARED,158144,24.53,1834
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,BATH,NONE,122722,19.03,1801
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,LATRINE,SEWER,255900,39.69,4084
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,LATRINE,SEPTIC TANK,33469,5.19,502
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,LATRINE,OPEN DRAIN,166516,25.83,2058
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,LATRINE,PIT WITH SLAB,91448,14.18,1200
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,LATRINE,OTHER,9929,1.54,202
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9222,1.43,LATRINE,NONE,87459,13.57,1176
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,KITCHEN,SEPARATE,274057,42.51,42185
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,KITCHEN,SHARED,108466,16.82,15419
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,KITCHEN,NONE,262198,40.67,39601
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,BATH,SEPARATE,363855,56.44,55212
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,BATH,SHARED,158144,24.53,23018
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,BATH,NONE,122722,19.03,18975
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,LATRINE,SEWER,255900,39.69,35001
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,LATRINE,SEPTIC TANK,33469,5.19,5910
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,LATRINE,OPEN DRAIN,166516,25.83,24721
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,LATRINE,PIT WITH SLAB,91448,14.18,15213
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,LATRINE,OTHER,9929,1.54,1931
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,97205,15.08,LATRINE,NONE,87459,13.57,14429
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,5-10 YEARS,220670,34.23,KITCHEN,SEPARATE,274057,42.51,90164
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,5-10 YEARS,220670,34.23,KITCHEN,SHARED,108466,16.82,37935
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,5-10 YEARS,220670,34.23,KITCHEN,NONE,262198,40.67,92571
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,5-10 YEARS,220670,34.23,BATH,SEPARATE,363855,56.44,116892
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,5-10 YEARS,220670,34.23,BATH,SHARED,158144,24.53,55999
