province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,work_status,count
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,ALL AGES,677,WORKING,148
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,97,WORKING,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,05-09,115,WORKING,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,10-14,57,WORKING,13
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,15-24,89,WORKING,27
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,25-34,121,WORKING,48
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,35-44,84,WORKING,33
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,45-54,40,WORKING,11
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,55-64,39,WORKING,6
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,65-74,29,WORKING,9
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,6,WORKING,1
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,ALL AGES,677,OTHER,99
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,BELOW 5 YEARS,97,OTHER,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,05-09,115,OTHER,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,10-14,57,OTHER,18
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,15-24,89,OTHER,17
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,25-34,121,OTHER,17
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,35-44,84,OTHER,15
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,45-54,40,OTHER,9
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,55-64,39,OTHER,11
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,65-74,29,OTHER,10
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,75 AND ABOVE,6,OTHER,2
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,ALL AGES,389,WORKING,135
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,BELOW 5 YEARS,37,WORKING,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,05-09,70,WORKING,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,10-14,32,WORKING,11
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,15-24,55,WORKING,26
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,25-34,71,WORKING,44
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,35-44,51,WORKING,31
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,45-54,22,WORKING,8
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,55-64,24,WORKING,5
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,65-74,22,WORKING,9
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,75 AND ABOVE,5,WORKING,1
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,ALL AGES,389,OTHER,69
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,BELOW 5 YEARS,37,OTHER,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,05-09,70,OTHER,0
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,10-14,32,OTHER,10
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,15-24,55,OTHER,10
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,25-34,71,OTHER,11
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,35-44,51,OTHER,9
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,45-54,22,OTHER,9
