province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,WALL,BAKED BRICKS/BLOCKS/STONES,618724,81.54,523150
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,WALL,UNBAKED BRICKS/MUD,121529,16.02,107259
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,WALL,WOOD/BAMBOO,8953,1.18,7001
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,WALL,OTHERS,9626,1.27,7311
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,ROOF,RCC/RBC,181128,23.87,141502
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,ROOF,CEMENT/IRON SHEETS,14937,1.97,12269
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,ROOF,GARDER/T.IRON,430576,56.74,382935
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,ROOF,WOOD/BAMBOO,121331,15.99,99905
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,OWNED,644721,84.96,ROOF,OTHERS,10860,1.43,8110
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,WALL,BAKED BRICKS/BLOCKS/STONES,618724,81.54,73898
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,WALL,UNBAKED BRICKS/MUD,121529,16.02,3993
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,WALL,WOOD/BAMBOO,8953,1.18,717
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,WALL,OTHERS,9626,1.27,897
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,ROOF,RCC/RBC,181128,23.87,33036
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,ROOF,CEMENT/IRON SHEETS,14937,1.97,2172
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,ROOF,GARDER/T.IRON,430576,56.74,34614
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,ROOF,WOOD/BAMBOO,121331,15.99,8376
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,RENTED,79505,10.48,ROOF,OTHERS,10860,1.43,1307
