province_name,district_code,district_name,area_name,area_type,gender,total_population,literacy_ratio,literacy_status,count
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,3452652,60.21,ILLITERATE,1373670
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,3452652,60.21,TOTAL LITERATE,2078982
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,3452652,60.21,FORMAL LITERATE,2053105
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,3452652,60.21,INFORMAL LITERATE,25877
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,1768127,67.31,ILLITERATE,578048
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,1768127,67.31,TOTAL LITERATE,1190079
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,1768127,67.31,FORMAL LITERATE,1176914
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,MALE,1768127,67.31,INFORMAL LITERATE,13165
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,FEMALE,1683962,52.77,ILLITERATE,795289
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,FEMALE,1683962,52.77,TOTAL LITERATE,888673
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,FEMALE,1683962,52.77,FORMAL LITERATE,875982
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,FEMALE,1683962,52.77,INFORMAL LITERATE,12691
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,TRANSGENDER,563,40.85,ILLITERATE,333
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,TRANSGENDER,563,40.85,TOTAL LITERATE,230
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,TRANSGENDER,563,40.85,FORMAL LITERATE,209
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,TRANSGENDER,563,40.85,INFORMAL LITERATE,21
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,ALL SEXES,1892291,48.44,ILLITERATE,975748
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,ALL SEXES,1892291,48.44,TOTAL LITERATE,916543
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,ALL SEXES,1892291,48.44,FORMAL LITERATE,904330
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,ALL SEXES,1892291,48.44,INFORMAL LITERATE,12213
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,MALE,964764,58.59,ILLITERATE,399487
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,MALE,964764,58.59,TOTAL LITERATE,565277
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,MALE,964764,58.59,FORMAL LITERATE,559175
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,MALE,964764,58.59,INFORMAL LITERATE,6102
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,FEMALE,927229,37.87,ILLITERATE,576053
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,FEMALE,927229,37.87,TOTAL LITERATE,351176
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,FEMALE,927229,37.87,FORMAL LITERATE,345081
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,FEMALE,927229,37.87,INFORMAL LITERATE,6095
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,TRANSGENDER,298,30.2,ILLITERATE,208
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,TRANSGENDER,298,30.2,TOTAL LITERATE,90
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,TRANSGENDER,298,30.2,FORMAL LITERATE,74
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,RURAL,TRANSGENDER,298,30.2,INFORMAL LITERATE,16
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,ALL SEXES,1560361,74.5,ILLITERATE,397922
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,ALL SEXES,1560361,74.5,TOTAL LITERATE,1162439
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,ALL SEXES,1560361,74.5,FORMAL LITERATE,1148775
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,ALL SEXES,1560361,74.5,INFORMAL LITERATE,13664
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,MALE,803363,77.77,ILLITERATE,178561
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,MALE,803363,77.77,TOTAL LITERATE,624802
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,MALE,803363,77.77,FORMAL LITERATE,617739
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,MALE,803363,77.77,INFORMAL LITERATE,7063
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,FEMALE,756733,71.03,ILLITERATE,219236
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,FEMALE,756733,71.03,TOTAL LITERATE,537497
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,FEMALE,756733,71.03,FORMAL LITERATE,530901
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,FEMALE,756733,71.03,INFORMAL LITERATE,6596
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,TRANSGENDER,265,52.83,ILLITERATE,125
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,TRANSGENDER,265,52.83,TOTAL LITERATE,140
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,TRANSGENDER,265,52.83,FORMAL LITERATE,135
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,URBAN,TRANSGENDER,265,52.83,INFORMAL LITERATE,5
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,ALL SEXES,379209,37.38,ILLITERATE,237461
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,ALL SEXES,379209,37.38,TOTAL LITERATE,141748
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,ALL SEXES,379209,37.38,FORMAL LITERATE,139574
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,ALL SEXES,379209,37.38,INFORMAL LITERATE,2174
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,MALE,190702,49.7,ILLITERATE,95919
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,MALE,190702,49.7,TOTAL LITERATE,94783
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,MALE,190702,49.7,FORMAL LITERATE,93611
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,MALE,190702,49.7,INFORMAL LITERATE,1172
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,FEMALE,188462,24.91,ILLITERATE,141510
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,FEMALE,188462,24.91,TOTAL LITERATE,46952
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,FEMALE,188462,24.91,FORMAL LITERATE,45950
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,FEMALE,188462,24.91,INFORMAL LITERATE,1002
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,TRANSGENDER,45,28.89,ILLITERATE,32
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,TRANSGENDER,45,28.89,TOTAL LITERATE,13
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,TRANSGENDER,45,28.89,FORMAL LITERATE,13
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,TOTAL,TRANSGENDER,45,28.89,INFORMAL LITERATE,0
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,RURAL,ALL SEXES,331156,34.07,ILLITERATE,218333
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,RURAL,ALL SEXES,331156,34.07,TOTAL LITERATE,112823
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,RURAL,ALL SEXES,331156,34.07,FORMAL LITERATE,110822
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,RURAL,ALL SEXES,331156,34.07,INFORMAL LITERATE,2001
PUNJAB,071,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,RURAL,MALE,166647,47.16,ILLITERATE,88054
