province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,10 AND ABOVE,3452652,60.21,ILLITERATE,1373670
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,10 - 14,552396,78.06,ILLITERATE,121195
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,15 - 19,482414,72.88,ILLITERATE,130841
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,20 - 24,432737,67.41,ILLITERATE,141028
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,25 - 29,389720,61.36,ILLITERATE,150599
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,30 - 34,338276,58.33,ILLITERATE,140973
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,35 - 39,298961,54.43,ILLITERATE,136240
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,40 - 44,233435,51.48,ILLITERATE,113260
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,45 - 49,187276,45.61,ILLITERATE,101856
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,50 - 54,163280,42.8,ILLITERATE,93390
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,55 - 59,114113,40.53,ILLITERATE,67862
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,60 - 64,97092,36.43,ILLITERATE,61724
PUNJAB,071,MULTAN DISTRICT,MULTAN DISTRICT,TOTAL,ALL SEXES,65 - 69,64961,32.2,ILLITERATE,44042
