province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,1,3240,98.06,179,5.42,164
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,1,7,0.21,179,5.42,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,1,57,1.73,179,5.42,15
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,2,3240,98.06,650,19.67,640
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,2,7,0.21,650,19.67,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,2,57,1.73,650,19.67,8
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,3,3240,98.06,925,28,909
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,3,7,0.21,925,28,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,3,57,1.73,925,28,11
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,4,3240,98.06,653,19.76,647
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,4,7,0.21,653,19.76,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,4,57,1.73,653,19.76,6
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,5,3240,98.06,369,11.17,365
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,5,7,0.21,369,11.17,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,5,57,1.73,369,11.17,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,6,3240,98.06,224,6.78,219
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,6,7,0.21,224,6.78,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,6,57,1.73,224,6.78,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,7,3240,98.06,111,3.36,109
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,7,7,0.21,111,3.36,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,7,57,1.73,111,3.36,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,8,3240,98.06,91,2.75,86
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,8,7,0.21,91,2.75,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,8,57,1.73,91,2.75,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OWNED,9,3240,98.06,102,3.09,101
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENTED,9,7,0.21,102,3.09,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,RENT FREE,9,57,1.73,102,3.09,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,1,3240,98.06,179,5.42,164
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,1,7,0.21,179,5.42,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,1,57,1.73,179,5.42,15
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,2,3240,98.06,650,19.67,640
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,2,7,0.21,650,19.67,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,2,57,1.73,650,19.67,8
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,3,3240,98.06,925,28,909
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,3,7,0.21,925,28,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,3,57,1.73,925,28,11
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,4,3240,98.06,653,19.76,647
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,4,7,0.21,653,19.76,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,4,57,1.73,653,19.76,6
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,5,3240,98.06,369,11.17,365
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,5,7,0.21,369,11.17,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,5,57,1.73,369,11.17,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,6,3240,98.06,224,6.78,219
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,6,7,0.21,224,6.78,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,6,57,1.73,224,6.78,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,7,3240,98.06,111,3.36,109
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,7,7,0.21,111,3.36,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,7,57,1.73,111,3.36,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,8,3240,98.06,91,2.75,86
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,8,7,0.21,91,2.75,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,8,57,1.73,91,2.75,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OWNED,9,3240,98.06,102,3.09,101
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENTED,9,7,0.21,102,3.09,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,RENT FREE,9,57,1.73,102,3.09,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OWNED,1,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,RENTED,1,0,0,0,0,0
