province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,ALL SEXES,26394,831,4803,9537,13760,13149,4764,6689,10855,12546,10510,11499,1119,660
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,13685,438,2462,5029,7465,7145,2484,3405,5368,6219,5105,5609,569,343
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,12709,393,2341,4508,6295,6004,2280,3284,5487,6327,5405,5890,550,317
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,ALL SEXES,26394,831,4803,9537,13760,13149,4764,6689,10855,12546,10510,11499,1119,660
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,MALE,13685,438,2462,5029,7465,7145,2484,3405,5368,6219,5105,5609,569,343
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,FEMALE,12709,393,2341,4508,6295,6004,2280,3284,5487,6327,5405,5890,550,317
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,TOTAL,ALL SEXES,26394,831,4803,9537,13760,13149,4764,6689,10855,12546,10510,11499,1119,660
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,TOTAL,MALE,13685,438,2462,5029,7465,7145,2484,3405,5368,6219,5105,5609,569,343
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,TOTAL,FEMALE,12709,393,2341,4508,6295,6004,2280,3284,5487,6327,5405,5890,550,317
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,TOTAL,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,RURAL,ALL SEXES,26394,831,4803,9537,13760,13149,4764,6689,10855,12546,10510,11499,1119,660
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,RURAL,MALE,13685,438,2462,5029,7465,7145,2484,3405,5368,6219,5105,5609,569,343
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,RURAL,FEMALE,12709,393,2341,4508,6295,6004,2280,3284,5487,6327,5405,5890,550,317
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,RURAL,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,TRIBAL AREA ADJ. LAKKI MARWAT DISTRICT,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
