province_name,district_code,district_name,area_name,area_type,gender,age_group,total_population,literacy_ratio,literacy_status,count
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,ALL SEXES,75 AND ABOVE,235,5.11,INFORMAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 AND ABOVE,8656,35.34,ILLITERATE,5597
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 - 14,2094,40.83,ILLITERATE,1239
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,15 - 19,1484,39.02,ILLITERATE,905
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,20 - 24,1000,36.7,ILLITERATE,633
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,25 - 29,921,38.65,ILLITERATE,565
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,30 - 34,641,42.43,ILLITERATE,369
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,35 - 39,517,40.04,ILLITERATE,310
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,40 - 44,486,31.28,ILLITERATE,334
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,45 - 49,319,28.84,ILLITERATE,227
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,50 - 54,336,20.54,ILLITERATE,267
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,55 - 59,289,14.88,ILLITERATE,246
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,60 - 64,226,12.83,ILLITERATE,197
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,65 - 69,126,13.49,ILLITERATE,109
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,70 - 74,93,9.68,ILLITERATE,84
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,75 AND ABOVE,124,9.68,ILLITERATE,112
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 AND ABOVE,8656,35.34,TOTAL LITERATE,3059
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 - 14,2094,40.83,TOTAL LITERATE,855
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,15 - 19,1484,39.02,TOTAL LITERATE,579
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,20 - 24,1000,36.7,TOTAL LITERATE,367
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,25 - 29,921,38.65,TOTAL LITERATE,356
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,30 - 34,641,42.43,TOTAL LITERATE,272
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,35 - 39,517,40.04,TOTAL LITERATE,207
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,40 - 44,486,31.28,TOTAL LITERATE,152
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,45 - 49,319,28.84,TOTAL LITERATE,92
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,50 - 54,336,20.54,TOTAL LITERATE,69
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,55 - 59,289,14.88,TOTAL LITERATE,43
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,60 - 64,226,12.83,TOTAL LITERATE,29
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,65 - 69,126,13.49,TOTAL LITERATE,17
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,70 - 74,93,9.68,TOTAL LITERATE,9
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,75 AND ABOVE,124,9.68,TOTAL LITERATE,12
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 AND ABOVE,8656,35.34,FORMAL LITERATE,3019
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 - 14,2094,40.83,FORMAL LITERATE,847
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,15 - 19,1484,39.02,FORMAL LITERATE,570
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,20 - 24,1000,36.7,FORMAL LITERATE,364
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,25 - 29,921,38.65,FORMAL LITERATE,351
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,30 - 34,641,42.43,FORMAL LITERATE,272
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,35 - 39,517,40.04,FORMAL LITERATE,205
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,40 - 44,486,31.28,FORMAL LITERATE,150
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,45 - 49,319,28.84,FORMAL LITERATE,91
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,50 - 54,336,20.54,FORMAL LITERATE,67
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,55 - 59,289,14.88,FORMAL LITERATE,40
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,60 - 64,226,12.83,FORMAL LITERATE,27
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,65 - 69,126,13.49,FORMAL LITERATE,17
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,70 - 74,93,9.68,FORMAL LITERATE,7
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,75 AND ABOVE,124,9.68,FORMAL LITERATE,11
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 AND ABOVE,8656,35.34,INFORMAL LITERATE,40
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,10 - 14,2094,40.83,INFORMAL LITERATE,8
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,15 - 19,1484,39.02,INFORMAL LITERATE,9
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,20 - 24,1000,36.7,INFORMAL LITERATE,3
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,25 - 29,921,38.65,INFORMAL LITERATE,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,30 - 34,641,42.43,INFORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,35 - 39,517,40.04,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,40 - 44,486,31.28,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,45 - 49,319,28.84,INFORMAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,50 - 54,336,20.54,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,55 - 59,289,14.88,INFORMAL LITERATE,3
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,60 - 64,226,12.83,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,65 - 69,126,13.49,INFORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,70 - 74,93,9.68,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,MALE,75 AND ABOVE,124,9.68,INFORMAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 AND ABOVE,8201,4.57,ILLITERATE,7826
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 - 14,1557,11.11,ILLITERATE,1384
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,15 - 19,1221,5.32,ILLITERATE,1156
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,20 - 24,1059,5,ILLITERATE,1006
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,25 - 29,1004,2.79,ILLITERATE,976
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,30 - 34,705,3.12,ILLITERATE,683
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,35 - 39,611,1.96,ILLITERATE,599
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,40 - 44,480,0.83,ILLITERATE,476
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,45 - 49,407,2.46,ILLITERATE,397
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,50 - 54,356,0.56,ILLITERATE,354
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,55 - 59,251,0.4,ILLITERATE,250
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,60 - 64,233,0.86,ILLITERATE,231
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,65 - 69,118,0.85,ILLITERATE,117
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,70 - 74,88,2.27,ILLITERATE,86
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,75 AND ABOVE,111,0,ILLITERATE,111
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 AND ABOVE,8201,4.57,TOTAL LITERATE,375
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 - 14,1557,11.11,TOTAL LITERATE,173
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,15 - 19,1221,5.32,TOTAL LITERATE,65
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,20 - 24,1059,5,TOTAL LITERATE,53
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,25 - 29,1004,2.79,TOTAL LITERATE,28
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,30 - 34,705,3.12,TOTAL LITERATE,22
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,35 - 39,611,1.96,TOTAL LITERATE,12
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,40 - 44,480,0.83,TOTAL LITERATE,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,45 - 49,407,2.46,TOTAL LITERATE,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,50 - 54,356,0.56,TOTAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,55 - 59,251,0.4,TOTAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,60 - 64,233,0.86,TOTAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,65 - 69,118,0.85,TOTAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,70 - 74,88,2.27,TOTAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,75 AND ABOVE,111,0,TOTAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 AND ABOVE,8201,4.57,FORMAL LITERATE,342
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 - 14,1557,11.11,FORMAL LITERATE,168
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,15 - 19,1221,5.32,FORMAL LITERATE,61
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,20 - 24,1059,5,FORMAL LITERATE,46
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,25 - 29,1004,2.79,FORMAL LITERATE,24
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,30 - 34,705,3.12,FORMAL LITERATE,17
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,35 - 39,611,1.96,FORMAL LITERATE,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,40 - 44,480,0.83,FORMAL LITERATE,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,45 - 49,407,2.46,FORMAL LITERATE,9
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,50 - 54,356,0.56,FORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,55 - 59,251,0.4,FORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,60 - 64,233,0.86,FORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,65 - 69,118,0.85,FORMAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,70 - 74,88,2.27,FORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,75 AND ABOVE,111,0,FORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 AND ABOVE,8201,4.57,INFORMAL LITERATE,33
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,10 - 14,1557,11.11,INFORMAL LITERATE,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,15 - 19,1221,5.32,INFORMAL LITERATE,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,20 - 24,1059,5,INFORMAL LITERATE,7
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,25 - 29,1004,2.79,INFORMAL LITERATE,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,30 - 34,705,3.12,INFORMAL LITERATE,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,35 - 39,611,1.96,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,40 - 44,480,0.83,INFORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,45 - 49,407,2.46,INFORMAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,50 - 54,356,0.56,INFORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,55 - 59,251,0.4,INFORMAL LITERATE,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,60 - 64,233,0.86,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,65 - 69,118,0.85,INFORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,70 - 74,88,2.27,INFORMAL LITERATE,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,FEMALE,75 AND ABOVE,111,0,INFORMAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,10 AND ABOVE,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,10 - 14,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,15 - 19,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,20 - 24,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,25 - 29,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,30 - 34,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,35 - 39,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,40 - 44,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,45 - 49,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,50 - 54,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,55 - 59,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,60 - 64,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,65 - 69,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,70 - 74,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,75 AND ABOVE,0,0,ILLITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,10 AND ABOVE,0,0,TOTAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,10 - 14,0,0,TOTAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,15 - 19,0,0,TOTAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,20 - 24,0,0,TOTAL LITERATE,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,TRANSGENDER,25 - 29,0,0,TOTAL LITERATE,0
