province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,12
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,WALL,UNBAKED BRICKS/MUD,2055,63.43,20
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,WALL,WOOD/BAMBOO,204,6.3,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,WALL,OTHERS,131,4.04,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,ROOF,RCC/RBC,21,0.65,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,ROOF,CEMENT/IRON SHEETS,19,0.59,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,ROOF,GARDER/T.IRON,916,28.27,11
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,ROOF,WOOD/BAMBOO,2151,66.39,19
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,UNDER CONSTRUCTION,37,1.14,ROOF,OTHERS,133,4.1,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,27
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,WALL,UNBAKED BRICKS/MUD,2055,63.43,132
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,WALL,WOOD/BAMBOO,204,6.3,27
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,WALL,OTHERS,131,4.04,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,ROOF,RCC/RBC,21,0.65,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,ROOF,CEMENT/IRON SHEETS,19,0.59,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,ROOF,GARDER/T.IRON,916,28.27,23
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,ROOF,WOOD/BAMBOO,2151,66.39,162
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,LESS THAN 5 YEARS,196,6.05,ROOF,OTHERS,133,4.1,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,182
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,WALL,UNBAKED BRICKS/MUD,2055,63.43,626
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,WALL,WOOD/BAMBOO,204,6.3,47
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,WALL,OTHERS,131,4.04,23
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,ROOF,RCC/RBC,21,0.65,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,ROOF,CEMENT/IRON SHEETS,19,0.59,6
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,ROOF,GARDER/T.IRON,916,28.27,205
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,ROOF,WOOD/BAMBOO,2151,66.39,635
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,5-10 YEARS,878,27.1,ROOF,OTHERS,133,4.1,28
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,589
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,WALL,UNBAKED BRICKS/MUD,2055,63.43,1122
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,WALL,WOOD/BAMBOO,204,6.3,111
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,WALL,OTHERS,131,4.04,84
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,ROOF,RCC/RBC,21,0.65,14
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,ROOF,CEMENT/IRON SHEETS,19,0.59,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,ROOF,GARDER/T.IRON,916,28.27,652
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,ROOF,WOOD/BAMBOO,2151,66.39,1148
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,11-50 YEARS,1906,58.83,ROOF,OTHERS,133,4.1,82
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,40
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,WALL,UNBAKED BRICKS/MUD,2055,63.43,155
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,WALL,WOOD/BAMBOO,204,6.3,18
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,WALL,OTHERS,131,4.04,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,ROOF,RCC/RBC,21,0.65,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,ROOF,CEMENT/IRON SHEETS,19,0.59,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,ROOF,GARDER/T.IRON,916,28.27,25
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,ROOF,WOOD/BAMBOO,2151,66.39,187
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,TOTAL,OVER 50 YEARS,223,6.88,ROOF,OTHERS,133,4.1,9
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,12
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,WALL,UNBAKED BRICKS/MUD,2055,63.43,20
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,WALL,WOOD/BAMBOO,204,6.3,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,WALL,OTHERS,131,4.04,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,ROOF,RCC/RBC,21,0.65,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,ROOF,CEMENT/IRON SHEETS,19,0.59,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,ROOF,GARDER/T.IRON,916,28.27,11
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,ROOF,WOOD/BAMBOO,2151,66.39,19
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,37,1.14,ROOF,OTHERS,133,4.1,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,27
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,WALL,UNBAKED BRICKS/MUD,2055,63.43,132
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,WALL,WOOD/BAMBOO,204,6.3,27
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,WALL,OTHERS,131,4.04,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,ROOF,RCC/RBC,21,0.65,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,ROOF,CEMENT/IRON SHEETS,19,0.59,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,ROOF,GARDER/T.IRON,916,28.27,23
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,ROOF,WOOD/BAMBOO,2151,66.39,162
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,196,6.05,ROOF,OTHERS,133,4.1,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,182
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,WALL,UNBAKED BRICKS/MUD,2055,63.43,626
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,WALL,WOOD/BAMBOO,204,6.3,47
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,WALL,OTHERS,131,4.04,23
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,ROOF,RCC/RBC,21,0.65,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,ROOF,CEMENT/IRON SHEETS,19,0.59,6
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,ROOF,GARDER/T.IRON,916,28.27,205
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,ROOF,WOOD/BAMBOO,2151,66.39,635
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,878,27.1,ROOF,OTHERS,133,4.1,28
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,589
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,WALL,UNBAKED BRICKS/MUD,2055,63.43,1122
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,WALL,WOOD/BAMBOO,204,6.3,111
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,WALL,OTHERS,131,4.04,84
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,ROOF,RCC/RBC,21,0.65,14
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,ROOF,CEMENT/IRON SHEETS,19,0.59,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,ROOF,GARDER/T.IRON,916,28.27,652
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,ROOF,WOOD/BAMBOO,2151,66.39,1148
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,1906,58.83,ROOF,OTHERS,133,4.1,82
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,WALL,BAKED BRICKS/BLOCKS/STONES,850,26.23,40
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,WALL,UNBAKED BRICKS/MUD,2055,63.43,155
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,WALL,WOOD/BAMBOO,204,6.3,18
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,WALL,OTHERS,131,4.04,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,ROOF,RCC/RBC,21,0.65,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,ROOF,CEMENT/IRON SHEETS,19,0.59,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,ROOF,GARDER/T.IRON,916,28.27,25
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,ROOF,WOOD/BAMBOO,2151,66.39,187
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,223,6.88,ROOF,OTHERS,133,4.1,9
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,WALL,OTHERS,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,ROOF,RCC/RBC,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,ROOF,GARDER/T.IRON,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,ROOF,WOOD/BAMBOO,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,NA,NA,ROOF,OTHERS,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,WALL,WOOD/BAMBOO,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,WALL,OTHERS,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,ROOF,RCC/RBC,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,ROOF,GARDER/T.IRON,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,ROOF,WOOD/BAMBOO,NA,NA,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,NA,NA,ROOF,OTHERS,NA,NA,0
