province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,6,1906,58.83,219,6.76,143
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,6,223,6.88,219,6.76,8
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,7,37,1.14,109,3.36,1
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,7,196,6.05,109,3.36,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,7,878,27.1,109,3.36,22
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,7,1906,58.83,109,3.36,76
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,7,223,6.88,109,3.36,10
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,8,37,1.14,86,2.65,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,8,196,6.05,86,2.65,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,8,878,27.1,86,2.65,12
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,8,1906,58.83,86,2.65,62
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,8,223,6.88,86,2.65,8
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,UNDER CONSTRUCTION,9 AND MORE,37,1.14,101,3.12,2
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,LESS THAN 5 YEARS,9 AND MORE,196,6.05,101,3.12,5
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,5-10 YEARS,9 AND MORE,878,27.1,101,3.12,28
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,11-50 YEARS,9 AND MORE,1906,58.83,101,3.12,62
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,RURAL,OVER 50 YEARS,9 AND MORE,223,6.88,101,3.12,4
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,1,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,1,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,1,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,1,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,1,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,2,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,2,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,2,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,2,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,2,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,3,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,3,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,3,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,3,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,3,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,4,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,4,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,4,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,4,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,4,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,5,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,5,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,5,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,5,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,5,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,6,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,6,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,6,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,6,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,6,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,7,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,7,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,7,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,7,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,7,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,8,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,8,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,8,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,8,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,8,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,UNDER CONSTRUCTION,9 AND MORE,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,LESS THAN 5 YEARS,9 AND MORE,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,5-10 YEARS,9 AND MORE,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,11-50 YEARS,9 AND MORE,0,0,0,0,0
FATA,036,FR LAKKI MARWAT,FR LAKKI MARWAT,URBAN,OVER 50 YEARS,9 AND MORE,0,0,0,0,0
