province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,INSIDE WATER,TAP,73422,36.46,2790
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,INSIDE WATER,ELECTRIC/HAND PUMP,21038,10.45,417
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,INSIDE WATER,PROTECTED WELL,20767,10.31,533
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,INSIDE WATER,UN-PROTECTED WELL,1472,0.73,39
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,INSIDE WATER,OTHERS,7947,3.95,222
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,OUTSIDE WATER,TAP,28787,14.3,556
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,OUTSIDE WATER,ELECTRIC/HAND PUMP,7765,3.86,165
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,OUTSIDE WATER,PROTECTED WELL,14741,7.32,311
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,OUTSIDE WATER,UN-PROTECTED WELL,3180,1.58,91
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,OUTSIDE WATER,SPRING,18678,9.28,426
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,OUTSIDE WATER,CANAL/RIVER/POND,626,0.31,12
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,OUTSIDE WATER,OTHERS,2931,1.46,107
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,COOKING FUEL,WOOD,177074,87.94,5216
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,COOKING FUEL,GAS,23656,11.75,422
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,COOKING FUEL,KEROSENE OIL,89,0.04,3
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,COOKING FUEL,OTHERS,535,0.27,28
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,LIGHTING SOURCE,ELECTRICITY,189858,94.29,5320
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,LIGHTING SOURCE,KEROSENE OIL,1758,0.87,59
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,LIGHTING SOURCE,GAS LAMP,621,0.31,29
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,UNDER CONSTRUCTION,5669,2.82,LIGHTING SOURCE,OTHERS,9117,4.53,261
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,INSIDE WATER,TAP,73422,36.46,5765
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,INSIDE WATER,ELECTRIC/HAND PUMP,21038,10.45,2949
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,INSIDE WATER,PROTECTED WELL,20767,10.31,2062
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,INSIDE WATER,UN-PROTECTED WELL,1472,0.73,156
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,INSIDE WATER,OTHERS,7947,3.95,1230
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,OUTSIDE WATER,TAP,28787,14.3,2612
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,OUTSIDE WATER,ELECTRIC/HAND PUMP,7765,3.86,963
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,OUTSIDE WATER,PROTECTED WELL,14741,7.32,1595
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,OUTSIDE WATER,UN-PROTECTED WELL,3180,1.58,293
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,LESS THAN 5 YEARS,20012,9.94,OUTSIDE WATER,SPRING,18678,9.28,1894
