province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,NA,NA,NA,YES,MANSEHRA DISTRICT,NA,1410844,698451,712267,126,60.58,73.87,47.94,32.54,176400,133139,21,112655,55561,7,22979,13746,2,1410477,367,1000387,730676,92013,274991,632353,980579
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,NA,NA,YES,BALA KOT TEHSIL,NA,273257,135039,138200,18,63.11,77.51,49.43,38.89,35786,27439,5,21832,9389,0,4491,2473,0,273156,101,191751,141653,17908,63369,121040,561033
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,NA,YES,GHARI BALA KOT QH,NA,174700,86199,88489,12,66.49,79.07,54.64,50,22457,19147,4,15342,7356,0,3360,1996,0,174639,61,123907,92371,11565,36947,79453,66349
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,BALA KOT PC,YES,BALA KOT PC,NA,26982,13479,13497,6,69.74,80.64,59.28,33.33,3356,2824,1,2273,1181,0,690,437,0,26981,1,19075,14176,1670,6015,12386,6659
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,BALA KOT PC,NO,BALA KOT,0000201,14655,7379,7273,3,73.16,82.97,63.54,66.67,1847,1528,1,1326,750,0,421,299,0,14655,0,10377,7794,888,3588,6871,2574
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,BALA KOT PC,NO,MITTI KOT,0000193,3438,1622,1816,0,37,51.38,25.32,0,301,183,0,69,23,0,8,2,0,3437,1,2262,1635,225,605,1382,1415
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,BALA KOT PC,NO,SHOHAL NAJAF KHAN,0000205,7993,4006,3984,3,74.8,85.73,64.25,0,1084,982,0,758,345,0,209,104,0,7993,0,5761,4228,497,1587,3658,2390
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,BALA KOT PC,NO,TARANA,0000204,896,472,424,0,83.56,89.86,76.56,0,124,131,0,120,63,0,52,32,0,896,0,675,519,60,235,475,280
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,YES,DOGA PC,NA,25464,12490,12974,0,72.77,84.27,62.12,0,3594,3543,0,2798,1434,0,509,342,0,25458,6,18647,13971,1827,5318,12261,9257
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,NO,BHORAJ,0000210,1410,672,738,0,59.94,76.5,46.36,0,187,178,0,130,36,0,8,4,0,1410,0,1001,762,126,288,675,423
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,NO,BISIAN,0000206,4970,2307,2663,0,73.73,83.66,65.68,0,600,639,0,445,370,0,111,94,0,4970,0,3502,2578,297,745,2210,1124
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,NO,DOGA,0000208,4690,2371,2319,0,77.3,88.99,66.02,0,726,723,0,649,298,0,82,80,0,4684,6,3551,2724,391,1022,2479,2564
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,NO,JAGIR BALOLA,0000207,6584,3141,3443,0,72.05,84.53,61.09,0,898,936,0,645,352,0,163,90,0,6584,0,4812,3515,443,1062,3060,1468
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,NO,KARNOL,0000212,4330,2248,2082,0,73.91,83.48,63.82,0,685,595,0,500,226,0,91,44,0,4330,0,3220,2442,295,1267,2120,1154
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,NO,KHAIR ABAD,0000209,3122,1560,1562,0,72.84,84.5,60.9,0,453,448,0,408,151,0,54,30,0,3122,0,2294,1753,244,858,1546,2332
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,DOGA PC,NO,SIAL,0000211,358,191,167,0,46.82,60.84,30.65,0,45,24,0,21,1,0,0,0,0,358,0,267,197,31,76,171,192
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARHI HABIBULLAH PC,YES,GARHI HABIBULLAH PC,NA,30878,15554,15322,2,74.59,85,64.34,50,4500,3933,1,3397,1946,0,664,460,0,30878,0,22556,16974,1999,6068,14796,5285
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARHI HABIBULLAH PC,NO,BARA KOT,0000213,5525,2732,2793,0,76.59,86.04,67.71,0,929,854,0,596,384,0,68,79,0,5525,0,4080,3215,402,1037,2688,1543
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARHI HABIBULLAH PC,NO,GARHI HABIBULLAH,0000214,25353,12822,12529,2,74.14,84.77,63.58,50,3571,3079,1,2801,1562,0,596,381,0,25353,0,18476,13759,1597,5031,12108,3742
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARLAT PC,YES,GARLAT PC,NA,26809,13539,13269,1,71.84,83.15,60.39,100,3773,3226,1,2674,1313,0,626,360,0,26809,0,19157,14428,1616,5874,12390,7351
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARLAT PC,NO,BAT KARAR,0000233,402,214,188,0,72.61,81.07,62.76,0,73,48,0,48,33,0,16,10,0,402,0,314,244,25,119,216,92
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARLAT PC,NO,GARLAT,0000202,19522,9877,9644,1,73.31,84,62.49,100,2744,2289,1,1968,1108,0,501,305,0,19522,0,13897,10483,1100,3836,9040,2247
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARLAT PC,NO,HASSA,0000234,1944,984,960,0,64.54,77.48,51.22,0,275,217,0,152,59,0,36,18,0,1944,0,1410,1003,113,423,863,118
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARLAT PC,NO,KANSHIAN,0000236,4703,2358,2345,0,68.07,81.76,54.38,0,651,623,0,468,100,0,71,18,0,4703,0,3357,2566,363,1458,2157,4680
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,GARLAT PC,NO,NOKOT,0000232,238,106,132,0,84.36,93.59,77.23,0,30,49,0,38,13,0,2,9,0,238,0,179,132,15,38,114,214
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,HANGRAI PC,YES,HANGRAI PC,NA,7600,3840,3760,0,51.61,65.89,37.12,0,922,557,0,321,44,0,58,2,0,7600,0,5230,3847,543,1883,3184,8450
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,HANGRAI PC,NO,BAN BEGAR,0000197,1455,690,765,0,41.59,52.36,32.28,0,94,61,0,43,13,0,9,1,0,1455,0,1005,756,122,356,613,3913
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,HANGRAI PC,NO,GANAILA,0000199,3384,1747,1637,0,48.57,62.61,33.91,0,453,297,0,159,17,0,11,1,0,3384,0,2382,1771,258,729,1435,286
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,GHARI BALA KOT QH,HANGRAI PC,NO,HANGRAI,0000198,2761,1403,1358,0,60.99,76.74,44.23,0,375,199,0,119,14,0,38,0,0,2761,0,1843,1320,163,798,1136,4251
