province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,1 PERSON,1,3958,1.68,1.82,45659,19.41,4.78,2051
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,2 PERSONS,1,14142,6.01,1.89,45659,19.41,4.78,6070
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,3 PERSONS,1,19775,8.41,2.05,45659,19.41,4.78,6819
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,4 PERSONS,1,27695,11.77,2.22,45659,19.41,4.78,7579
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,5 PERSONS,1,34243,14.56,2.38,45659,19.41,4.78,7483
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,6 PERSONS,1,35570,15.12,2.52,45659,19.41,4.78,6141
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,7 PERSONS,1,29504,12.54,2.65,45659,19.41,4.78,4168
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,8 PERSONS,1,21803,9.27,2.78,45659,19.41,4.78,2506
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,9 PERSONS,1,14536,6.18,2.98,45659,19.41,4.78,1267
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,34004,14.46,3.73,45659,19.41,4.78,1575
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,1 PERSON,2,3958,1.68,1.82,92742,39.43,5.99,1234
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,2 PERSONS,2,14142,6.01,1.89,92742,39.43,5.99,5525
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,3 PERSONS,2,19775,8.41,2.05,92742,39.43,5.99,8373
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,4 PERSONS,2,27695,11.77,2.22,92742,39.43,5.99,12300
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,5 PERSONS,2,34243,14.56,2.38,92742,39.43,5.99,15030
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,6 PERSONS,2,35570,15.12,2.52,92742,39.43,5.99,15464
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,7 PERSONS,2,29504,12.54,2.65,92742,39.43,5.99,12523
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,8 PERSONS,2,21803,9.27,2.78,92742,39.43,5.99,8818
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,9 PERSONS,2,14536,6.18,2.98,92742,39.43,5.99,5364
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,34004,14.46,3.73,92742,39.43,5.99,8111
