province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,TOTAL,4125,1555742,771976,783509,257,98.53,377.15,9.31,6.51,978157,2.47
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,RURAL,NA,1410844,698451,712267,126,98.06,NA,NA,6.5,916781,2.29
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA DISTRICT,URBAN,NA,144898,73525,71242,131,103.2,NA,NA,6.63,61376,4.62
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,TOTAL,2376,273257,135039,138200,18,97.71,115.01,NA,6,214630,1.28
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,RURAL,NA,273257,135039,138200,18,97.71,NA,NA,6,214630,1.28
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,BALA KOT TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA TEHSIL,TOTAL,1340,1017521,510187,507117,217,100.61,759.34,14.24,6.53,574975,3.04
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA TEHSIL,RURAL,NA,872623,436662,435875,86,100.18,NA,NA,6.51,513599,2.82
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,MANSEHRA TEHSIL,URBAN,NA,144898,73525,71242,131,103.2,NA,NA,6.63,61376,4.62
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,OGHI TEHSIL,TOTAL,409,264964,126750,138192,22,91.72,647.83,NA,7.06,188552,1.8
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,OGHI TEHSIL,RURAL,NA,264964,126750,138192,22,91.72,NA,NA,7.06,188552,1.8
KHYBER PAKTUNKHWA,008,MANSEHRA DISTRICT,OGHI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
