province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,ALL SEXES,1073469,29688,183438,364105,511991,492676,185525,266106,485730,549012,475885,524353,51452,33868
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,MALE,556470,15674,94371,189922,270276,261693,97906,138094,249433,282252,242422,265606,24687,16060
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,FEMALE,516841,14014,89067,174183,241712,230948,87584,127954,236176,266619,233333,258596,26741,17791
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,TRANSGENDER,158,0,0,0,3,35,35,58,121,141,130,151,24,17
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,ALL SEXES,829932,23833,146998,291297,405881,382294,139601,200480,366645,414020,359439,396668,39566,26221
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,MALE,429030,12622,75433,151777,214261,203169,73591,103529,187018,211500,181640,199543,19086,12519
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,FEMALE,400811,11211,71565,139520,191618,179104,65989,96913,179555,202439,177724,197037,20466,13692
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,RURAL,TRANSGENDER,91,0,0,0,2,21,21,38,72,81,75,88,14,10
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,ALL SEXES,243537,5855,36440,72808,106110,110382,45924,65626,119085,134992,116446,127685,11886,7647
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,MALE,127440,3052,18938,38145,56015,58524,24315,34565,62415,70752,60782,66063,5601,3541
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,FEMALE,116030,2803,17502,34663,50094,51844,21595,31041,56621,64180,55609,61559,6275,4099
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,URBAN,TRANSGENDER,67,0,0,0,1,14,14,20,49,60,55,63,10,7
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,TOTAL,ALL SEXES,218460,5479,35143,71563,101822,100316,37901,54525,100044,113784,98698,109029,11114,7118
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,TOTAL,MALE,112266,2817,17915,36995,53276,52734,19775,28073,50961,57997,49849,54811,5366,3395
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,TOTAL,FEMALE,106166,2662,17228,34568,48545,47577,18121,26441,49062,55761,48825,54191,5745,3721
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,TOTAL,TRANSGENDER,28,0,0,0,1,5,5,11,21,26,24,27,3,2
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,RURAL,ALL SEXES,179266,4580,29956,61177,86151,83116,30366,43792,80311,90926,79064,87189,8750,5634
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,RURAL,MALE,92326,2329,15205,31591,45183,43968,15969,22670,41040,46436,39923,43835,4236,2686
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,RURAL,FEMALE,86929,2251,14751,29586,40968,39147,14396,21117,39264,44480,39132,43343,4512,2947
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,RURAL,TRANSGENDER,11,0,0,0,0,1,1,5,7,10,9,11,2,1
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,URBAN,ALL SEXES,39194,899,5187,10386,15671,17200,7535,10733,19733,22858,19634,21840,2364,1484
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,URBAN,MALE,19940,488,2710,5404,8093,8766,3806,5403,9921,11561,9926,10976,1130,709
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,URBAN,FEMALE,19237,411,2477,4982,7577,8430,3725,5324,9798,11281,9693,10848,1233,774
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,URBAN,TRANSGENDER,17,0,0,0,1,4,4,6,14,16,15,16,1,1
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,TOTAL,ALL SEXES,120005,3338,20893,41605,57703,54650,20180,29367,53771,60860,52990,58341,5675,3782
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,TOTAL,MALE,61909,1804,10788,21651,30453,29002,10659,15152,27414,30981,26756,29270,2669,1797
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,TOTAL,FEMALE,58088,1534,10105,19954,27250,25647,9520,14214,26352,29871,26227,29063,3005,1985
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,TOTAL,TRANSGENDER,8,0,0,0,0,1,1,1,5,8,7,8,1,0
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,RURAL,ALL SEXES,107033,3017,19033,37828,52224,48942,17825,25909,47424,53533,46651,51347,4972,3350
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,RURAL,MALE,55282,1652,9816,19681,27612,26040,9420,13372,24165,27242,23546,25760,2345,1604
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,RURAL,FEMALE,51746,1365,9217,18147,24612,22901,8404,12536,23256,26286,23101,25582,2626,1746
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,RURAL,TRANSGENDER,5,0,0,0,0,1,1,1,3,5,4,5,1,0
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,URBAN,ALL SEXES,12972,321,1860,3777,5479,5708,2355,3458,6347,7327,6339,6994,703,432
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,URBAN,MALE,6627,152,972,1970,2841,2962,1239,1780,3249,3739,3210,3510,324,193
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,URBAN,FEMALE,6342,169,888,1807,2638,2746,1116,1678,3096,3585,3126,3481,379,239
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,URBAN,TRANSGENDER,3,0,0,0,0,0,0,0,2,3,3,3,0,0
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,TOTAL,ALL SEXES,170216,4952,29169,58623,81899,77878,28488,41756,76789,86495,75231,82718,7929,5162
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,TOTAL,MALE,87520,2533,14822,30472,43045,41341,14964,21254,38909,43876,37797,41377,3791,2445
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,TOTAL,FEMALE,82650,2419,14347,28151,38852,36529,13516,20485,37843,42579,37396,41297,4131,2711
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,TOTAL,TRANSGENDER,46,0,0,0,2,8,8,17,37,40,38,44,7,6
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,RURAL,ALL SEXES,160967,4769,28083,56450,78534,73877,26580,39021,71807,80743,70229,77237,7428,4844
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,RURAL,MALE,82738,2437,14271,29347,41279,39217,13962,19844,36336,40906,35206,38577,3567,2306
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,RURAL,FEMALE,78185,2332,13812,27103,37253,34652,12610,19160,35435,39798,34986,38618,3855,2533
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,RURAL,TRANSGENDER,44,0,0,0,2,8,8,17,36,39,37,42,6,5
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,URBAN,ALL SEXES,9249,183,1086,2173,3365,4001,1908,2735,4982,5752,5002,5481,501,318
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,URBAN,MALE,4782,96,551,1125,1766,2124,1002,1410,2573,2970,2591,2800,224,139
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,URBAN,FEMALE,4465,87,535,1048,1599,1877,906,1325,2408,2781,2410,2679,276,178
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,URBAN,TRANSGENDER,2,0,0,0,0,0,0,0,1,1,1,2,1,1
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,TOTAL,ALL SEXES,564788,15919,98233,192314,270567,259832,98956,140458,255126,287873,248966,274265,26734,17806
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,TOTAL,MALE,294775,8520,50846,100804,143502,138616,52508,73615,132149,149398,128020,140148,12861,8423
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,TOTAL,FEMALE,269937,7399,47387,91510,127065,121195,46427,66814,122919,138408,120885,134045,13860,9374
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,TOTAL,TRANSGENDER,76,0,0,0,0,21,21,29,58,67,61,72,13,9
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,RURAL,ALL SEXES,382666,11467,69926,135842,188972,176359,64830,91758,167103,188818,163495,180895,18416,12393
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,RURAL,MALE,198684,6204,36141,71158,100187,93944,34240,47643,85477,96916,82965,91371,8938,5923
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,RURAL,FEMALE,183951,5263,33785,64684,88785,82404,30579,44100,81600,91875,80505,89494,9473,6466
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,RURAL,TRANSGENDER,31,0,0,0,0,11,11,15,26,27,25,30,5,4
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,URBAN,ALL SEXES,182122,4452,28307,56472,81595,83473,34126,48700,88023,99055,85471,93370,8318,5413
