province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,100,UMER KOT DISTRICT,NA,NA,NA,YES,UMER KOT DISTRICT,47723,29088,3716,14919,33102,36107,1233,37211,36601,36140,4.93
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,NA,NA,YES,KUNRI TALUKA,7377,5688,423,1266,5963,6656,148,6253,6352,6383,5.08
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,KUNRI TC,NA,YES,KUNRI TC,5241,4613,326,302,4900,5171,140,4803,5005,5021,5.15
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,KUNRI TC,CHARGE NO 04,YES,CHARGE NO 04,5241,4613,326,302,4900,5171,140,4803,5005,5021,5.15
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,KUNRI TC,CHARGE NO 04,NO,CIRCLE NO 01,1740,1566,122,52,1701,1710,123,1605,1695,1687,5.07
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,KUNRI TC,CHARGE NO 04,NO,CIRCLE NO 02,1709,1439,113,157,1511,1684,9,1494,1597,1586,4.97
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,KUNRI TC,CHARGE NO 04,NO,CIRCLE NO 03,1792,1608,91,93,1688,1777,8,1704,1713,1748,5.41
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,NABISAR TC,NA,YES,NABISAR TC,2136,1075,97,964,1063,1485,8,1450,1347,1362,4.89
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,NABISAR TC,CHARGE NO 05,YES,CHARGE NO 05,2136,1075,97,964,1063,1485,8,1450,1347,1362,4.89
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,NABISAR TC,CHARGE NO 05,NO,CIRCLE NO 01,1032,816,48,168,940,984,3,949,906,905,4.95
SINDH,100,UMER KOT DISTRICT,KUNRI TALUKA,NABISAR TC,CHARGE NO 05,NO,CIRCLE NO 02,1104,259,49,796,123,501,5,501,441,457,4.83
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,NA,NA,YES,PITHORO TALUKA,2594,1160,235,1199,2278,2301,42,2246,2165,2259,4.88
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,PITHORO TC,NA,YES,PITHORO TC,1346,656,92,598,1268,1134,38,1260,1201,1179,4.87
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,PITHORO TC,CHARGE NO 04,YES,CHARGE NO 04,1346,656,92,598,1268,1134,38,1260,1201,1179,4.87
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,PITHORO TC,CHARGE NO 04,NO,CIRCLE NO 01,1346,656,92,598,1268,1134,38,1260,1201,1179,4.87
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,SHADI PALI TC,NA,YES,SHADI PALI TC,1248,504,143,601,1010,1167,4,986,964,1080,4.88
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,SHADI PALI TC,CHARGE NO 05,YES,CHARGE NO 05,1248,504,143,601,1010,1167,4,986,964,1080,4.88
SINDH,100,UMER KOT DISTRICT,PITHORO TALUKA,SHADI PALI TC,CHARGE NO 05,NO,CIRCLE NO 01,1248,504,143,601,1010,1167,4,986,964,1080,4.88
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,NA,NA,YES,SAMARO TALUKA,1889,1324,426,139,1864,1853,35,1820,1861,1879,4.87
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,SAMARO TC,NA,YES,SAMARO TC,1889,1324,426,139,1864,1853,35,1820,1861,1879,4.87
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,SAMARO TC,CHARGE NO 04,YES,CHARGE NO 04,1889,1324,426,139,1864,1853,35,1820,1861,1879,4.87
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,SAMARO TC,CHARGE NO 04,NO,CIRCLE NO 01,872,652,158,62,863,861,17,862,867,869,4.77
SINDH,100,UMER KOT DISTRICT,SAMARO TALUKA,SAMARO TC,CHARGE NO 04,NO,CIRCLE NO 02,1017,672,268,77,1001,992,18,958,994,1010,4.95
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,NA,NA,YES,UMER KOT TALUKA,35863,20916,2632,12315,22997,25297,1008,26892,26223,25619,4.91
SINDH,100,UMER KOT DISTRICT,UMER KOT TALUKA,CHHORE OLD TC,NA,YES,CHHORE OLD TC,3682,1120,303,2259,2203,2269,272,2447,2227,2248,4.73
