province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,WALL,BAKED BRICKS/BLOCKS/STONES,52822,35.13,1268
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,WALL,UNBAKED BRICKS/MUD,65287,43.42,1089
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,WALL,WOOD/BAMBOO,29096,19.35,775
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,WALL,OTHERS,3160,2.1,175
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,ROOF,RCC/RBC,3994,2.66,185
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,ROOF,CEMENT/IRON SHEETS,2749,1.83,129
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,ROOF,GARDER/T.IRON,50122,33.33,1126
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,ROOF,WOOD/BAMBOO,90056,59.89,1650
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,UNDER CONSTRUCTION,3307,2.2,ROOF,OTHERS,3444,2.29,217
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,LESS THAN 5 YEARS,48487,32.25,WALL,BAKED BRICKS/BLOCKS/STONES,52822,35.13,11742
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,LESS THAN 5 YEARS,48487,32.25,WALL,UNBAKED BRICKS/MUD,65287,43.42,23380
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,LESS THAN 5 YEARS,48487,32.25,WALL,WOOD/BAMBOO,29096,19.35,12547
SINDH,100,UMER KOT DISTRICT,UMER KOT DISTRICT,TOTAL,LESS THAN 5 YEARS,48487,32.25,WALL,OTHERS,3160,2.1,818
