province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,1 PERSON,1,1163,1.46,2.5,7846,9.85,4.99,370
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,2 PERSONS,1,4925,6.18,2.37,7846,9.85,4.99,1491
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,3 PERSONS,1,5733,7.19,2.57,7846,9.85,4.99,1305
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,4 PERSONS,1,7065,8.87,2.75,7846,9.85,4.99,1099
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,5 PERSONS,1,7844,9.84,2.99,7846,9.85,4.99,865
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,6 PERSONS,1,8390,10.53,3.16,7846,9.85,4.99,718
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,7 PERSONS,1,8219,10.31,3.39,7846,9.85,4.99,577
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,8 PERSONS,1,7303,9.17,3.59,7846,9.85,4.99,438
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,9 PERSONS,1,6129,7.69,3.83,7846,9.85,4.99,273
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,10 PERSONS AND ABOVE,1,22912,28.75,4.85,7846,9.85,4.99,710
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,1 PERSON,2,1163,1.46,2.5,18775,23.56,6.01,374
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,2 PERSONS,2,4925,6.18,2.37,18775,23.56,6.01,1725
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,3 PERSONS,2,5733,7.19,2.57,18775,23.56,6.01,2066
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,4 PERSONS,2,7065,8.87,2.75,18775,23.56,6.01,2628
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,5 PERSONS,2,7844,9.84,2.99,18775,23.56,6.01,2490
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,6 PERSONS,2,8390,10.53,3.16,18775,23.56,6.01,2401
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,7 PERSONS,2,8219,10.31,3.39,18775,23.56,6.01,2097
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,8 PERSONS,2,7303,9.17,3.59,18775,23.56,6.01,1559
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,9 PERSONS,2,6129,7.69,3.83,18775,23.56,6.01,1057
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,10 PERSONS AND ABOVE,2,22912,28.75,4.85,18775,23.56,6.01,2378
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,1 PERSON,3,1163,1.46,2.5,19285,24.2,7.33,202
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,2 PERSONS,3,4925,6.18,2.37,19285,24.2,7.33,853
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,3 PERSONS,3,5733,7.19,2.57,19285,24.2,7.33,1206
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,4 PERSONS,3,7065,8.87,2.75,19285,24.2,7.33,1703
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,5 PERSONS,3,7844,9.84,2.99,19285,24.2,7.33,2284
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,6 PERSONS,3,8390,10.53,3.16,19285,24.2,7.33,2570
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,7 PERSONS,3,8219,10.31,3.39,19285,24.2,7.33,2413
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,8 PERSONS,3,7303,9.17,3.59,19285,24.2,7.33,2052
FATA,031,SOUTH WAZIRISTAN AGENCY,SOUTH WAZIRISTAN AGENCY,TOTAL,9 PERSONS,3,6129,7.69,3.83,19285,24.2,7.33,1692
