province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,INSIDE WATER,TAP,4179,17.41,87
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,INSIDE WATER,ELECTRIC/HAND PUMP,902,3.76,18
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,INSIDE WATER,PROTECTED WELL,358,1.49,32
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,INSIDE WATER,UN-PROTECTED WELL,919,3.83,26
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,INSIDE WATER,OTHERS,4310,17.96,48
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,OUTSIDE WATER,TAP,165,0.69,3
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,OUTSIDE WATER,ELECTRIC/HAND PUMP,1550,6.46,28
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,OUTSIDE WATER,PROTECTED WELL,419,1.75,1
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,OUTSIDE WATER,UN-PROTECTED WELL,627,2.61,4
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,OUTSIDE WATER,SPRING,1190,4.96,3
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,OUTSIDE WATER,CANAL/RIVER/POND,6538,27.25,131
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,UNDER CONSTRUCTION,415,1.73,OUTSIDE WATER,OTHERS,2840,11.83,34
