province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,1 PERSON,1,309,1.24,1.23,14123,56.81,5,262
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,2 PERSONS,1,3129,12.59,1.24,14123,56.81,5,2578
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,3 PERSONS,1,2784,11.2,1.32,14123,56.81,5,2126
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,4 PERSONS,1,3046,12.25,1.42,14123,56.81,5,2084
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,5 PERSONS,1,2916,11.73,1.53,14123,56.81,5,1752
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,6 PERSONS,1,2918,11.74,1.61,14123,56.81,5,1563
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,7 PERSONS,1,2701,10.86,1.7,14123,56.81,5,1320
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,8 PERSONS,1,2185,8.79,1.81,14123,56.81,5,926
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,9 PERSONS,1,1764,7.1,1.97,14123,56.81,5,646
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,3110,12.51,2.29,14123,56.81,5,866
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,1 PERSON,2,309,1.24,1.23,7401,29.77,6.69,35
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,2 PERSONS,2,3129,12.59,1.24,7401,29.77,6.69,439
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,3 PERSONS,2,2784,11.2,1.32,7401,29.77,6.69,513
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,4 PERSONS,2,3046,12.25,1.42,7401,29.77,6.69,758
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,5 PERSONS,2,2916,11.73,1.53,7401,29.77,6.69,913
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,6 PERSONS,2,2918,11.74,1.61,7401,29.77,6.69,1032
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,7 PERSONS,2,2701,10.86,1.7,7401,29.77,6.69,1006
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,8 PERSONS,2,2185,8.79,1.81,7401,29.77,6.69,866
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,9 PERSONS,2,1764,7.1,1.97,7401,29.77,6.69,697
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,3110,12.51,2.29,7401,29.77,6.69,1142
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,1 PERSON,3,309,1.24,1.23,2369,9.53,7.97,7
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,2 PERSONS,3,3129,12.59,1.24,2369,9.53,7.97,77
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,3 PERSONS,3,2784,11.2,1.32,2369,9.53,7.97,109
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,4 PERSONS,3,3046,12.25,1.42,2369,9.53,7.97,149
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,5 PERSONS,3,2916,11.73,1.53,2369,9.53,7.97,189
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,6 PERSONS,3,2918,11.74,1.61,2369,9.53,7.97,257
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,7 PERSONS,3,2701,10.86,1.7,2369,9.53,7.97,279
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,8 PERSONS,3,2185,8.79,1.81,2369,9.53,7.97,300
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,9 PERSONS,3,1764,7.1,1.97,2369,9.53,7.97,296
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,3110,12.51,2.29,2369,9.53,7.97,706
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,1 PERSON,4,309,1.24,1.23,651,2.62,9.11,3
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,2 PERSONS,4,3129,12.59,1.24,651,2.62,9.11,10
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,3 PERSONS,4,2784,11.2,1.32,651,2.62,9.11,18
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,4 PERSONS,4,3046,12.25,1.42,651,2.62,9.11,33
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,5 PERSONS,4,2916,11.73,1.53,651,2.62,9.11,41
BALOCHISTAN,115,JHAL MAGSI DISTRICT,JHAL MAGSI DISTRICT,TOTAL,6 PERSONS,4,2918,11.74,1.61,651,2.62,9.11,45
