province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,ALL SEXES,226517,5475,40508,80502,116219,112048,41342,58427,98264,109759,93175,101290,8633,5544
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,MALE,118973,2984,21295,42286,61017,58495,21418,29991,51184,57581,48816,53190,4649,3020
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,FEMALE,107537,2491,19213,38216,55202,53552,19923,28435,47075,52172,44353,48093,3983,2523
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,TRANSGENDER,7,0,0,0,0,1,1,1,5,6,6,7,1,1
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,RURAL,ALL SEXES,210252,5121,37991,75506,108790,104245,38072,53758,90443,100969,85716,93148,7925,5119
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,RURAL,MALE,110674,2788,19962,39644,57184,54553,19787,27703,47262,53146,45054,49084,4288,2800
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,RURAL,FEMALE,99571,2333,18029,35862,51606,49691,18284,26054,43176,47817,40656,44057,3636,2318
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,RURAL,TRANSGENDER,7,0,0,0,0,1,1,1,5,6,6,7,1,1
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,URBAN,ALL SEXES,16265,354,2517,4996,7429,7803,3270,4669,7821,8790,7459,8142,708,425
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,URBAN,MALE,8299,196,1333,2642,3833,3942,1631,2288,3922,4435,3762,4106,361,220
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,URBAN,FEMALE,7966,158,1184,2354,3596,3861,1639,2381,3899,4355,3697,4036,347,205
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI SUB-TEHSIL,TOTAL,ALL SEXES,58256,1258,10805,21657,30814,29093,10347,14532,24454,27283,23175,25227,2185,1422
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI SUB-TEHSIL,TOTAL,MALE,30396,700,5733,11451,16232,15182,5348,7349,12522,14057,11876,12998,1191,772
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI SUB-TEHSIL,TOTAL,FEMALE,27859,558,5072,10206,14582,13911,4999,7183,11931,13225,11298,12228,994,650
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI SUB-TEHSIL,TOTAL,TRANSGENDER,1,0,0,0,0,0,0,0,1,1,1,1,0,0
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI SUB-TEHSIL,RURAL,ALL SEXES,58256,1258,10805,21657,30814,29093,10347,14532,24454,27283,23175,25227,2185,1422
