province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,facility,source,total_by_facility,percent_by_facility,count
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,KITCHEN,SEPARATE,21933,70.64,171
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,KITCHEN,SHARED,6155,19.82,38
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,KITCHEN,NONE,2962,9.54,16
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,BATH,SEPARATE,22314,71.86,173
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,BATH,SHARED,6747,21.73,39
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,BATH,NONE,1989,6.41,13
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,LATRINE,SEWER,930,3,23
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,LATRINE,SEPTIC TANK,1755,5.65,32
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,LATRINE,OPEN DRAIN,320,1.03,8
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,LATRINE,PIT WITH SLAB,17130,55.17,122
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,LATRINE,OTHER,1885,6.07,10
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,UNDER CONSTRUCTION,225,0.72,LATRINE,NONE,9030,29.08,30
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,KITCHEN,SEPARATE,21933,70.64,1550
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,KITCHEN,SHARED,6155,19.82,914
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,KITCHEN,NONE,2962,9.54,181
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,BATH,SEPARATE,22314,71.86,1773
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,BATH,SHARED,6747,21.73,765
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,BATH,NONE,1989,6.41,107
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,LATRINE,SEWER,930,3,54
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,LATRINE,SEPTIC TANK,1755,5.65,54
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,LATRINE,OPEN DRAIN,320,1.03,33
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,LATRINE,PIT WITH SLAB,17130,55.17,1550
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,LATRINE,OTHER,1885,6.07,283
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,LESS THAN 5 YEARS,2645,8.52,LATRINE,NONE,9030,29.08,671
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,KITCHEN,SEPARATE,21933,70.64,6209
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,KITCHEN,SHARED,6155,19.82,1981
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,KITCHEN,NONE,2962,9.54,684
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,BATH,SEPARATE,22314,71.86,6533
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,BATH,SHARED,6747,21.73,1892
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,BATH,NONE,1989,6.41,449
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,LATRINE,SEWER,930,3,217
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,LATRINE,SEPTIC TANK,1755,5.65,360
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,LATRINE,OPEN DRAIN,320,1.03,75
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,LATRINE,PIT WITH SLAB,17130,55.17,5315
BALOCHISTAN,119,CHAGAI DISTRICT,CHAGAI DISTRICT,TOTAL,5-10 YEARS,8874,28.58,LATRINE,OTHER,1885,6.07,812
