province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,1,975,1.85,1.9,10198,19.39,4.83,512
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,1,5253,9.99,2.14,10198,19.39,4.83,1974
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,1,4822,9.17,2.28,10198,19.39,4.83,1388
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,1,5888,11.19,2.38,10198,19.39,4.83,1438
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,1,6063,11.53,2.5,10198,19.39,4.83,1301
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,1,5959,11.33,2.68,10198,19.39,4.83,1011
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,1,5692,10.82,2.8,10198,19.39,4.83,853
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,1,4988,9.48,2.95,10198,19.39,4.83,643
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,1,4172,7.93,3.14,10198,19.39,4.83,434
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,8788,16.71,3.71,10198,19.39,4.83,644
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,2,975,1.85,1.9,18685,35.52,5.87,273
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,2,5253,9.99,2.14,18685,35.52,5.87,2007
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,2,4822,9.17,2.28,18685,35.52,5.87,2005
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,2,5888,11.19,2.38,18685,35.52,5.87,2501
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,2,6063,11.53,2.5,18685,35.52,5.87,2420
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,2,5959,11.33,2.68,18685,35.52,5.87,2318
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,2,5692,10.82,2.8,18685,35.52,5.87,2068
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,2,4988,9.48,2.95,18685,35.52,5.87,1683
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,2,4172,7.93,3.14,18685,35.52,5.87,1329
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,8788,16.71,3.71,18685,35.52,5.87,2081
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,3,975,1.85,1.9,11230,21.35,6.88,99
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,3,5253,9.99,2.14,11230,21.35,6.88,674
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,3,4822,9.17,2.28,11230,21.35,6.88,805
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,3,5888,11.19,2.38,11230,21.35,6.88,1094
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,3,6063,11.53,2.5,11230,21.35,6.88,1314
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,3,5959,11.33,2.68,11230,21.35,6.88,1372
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,3,5692,10.82,2.8,11230,21.35,6.88,1397
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,3,4988,9.48,2.95,11230,21.35,6.88,1274
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,3,4172,7.93,3.14,11230,21.35,6.88,1071
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,8788,16.71,3.71,11230,21.35,6.88,2130
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,4,975,1.85,1.9,6127,11.65,7.59,38
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,4,5253,9.99,2.14,6127,11.65,7.59,279
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,4,4822,9.17,2.28,6127,11.65,7.59,322
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,4,5888,11.19,2.38,6127,11.65,7.59,486
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,4,6063,11.53,2.5,6127,11.65,7.59,573
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,4,5959,11.33,2.68,6127,11.65,7.59,701
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,4,5692,10.82,2.8,6127,11.65,7.59,766
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,4,4988,9.48,2.95,6127,11.65,7.59,729
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,4,4172,7.93,3.14,6127,11.65,7.59,667
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,8788,16.71,3.71,6127,11.65,7.59,1566
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,5,975,1.85,1.9,2813,5.35,8.24,19
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,5,5253,9.99,2.14,2813,5.35,8.24,113
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,5,4822,9.17,2.28,2813,5.35,8.24,137
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,5,5888,11.19,2.38,2813,5.35,8.24,156
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,5,6063,11.53,2.5,2813,5.35,8.24,224
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,5,5959,11.33,2.68,2813,5.35,8.24,281
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,5,5692,10.82,2.8,2813,5.35,8.24,302
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,5,4988,9.48,2.95,2813,5.35,8.24,347
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,5,4172,7.93,3.14,2813,5.35,8.24,314
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,8788,16.71,3.71,2813,5.35,8.24,920
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,6,975,1.85,1.9,1334,2.54,8.96,10
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,6,5253,9.99,2.14,1334,2.54,8.96,55
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,6,4822,9.17,2.28,1334,2.54,8.96,41
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,6,5888,11.19,2.38,1334,2.54,8.96,79
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,6,6063,11.53,2.5,1334,2.54,8.96,77
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,6,5959,11.33,2.68,1334,2.54,8.96,107
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,6,5692,10.82,2.8,1334,2.54,8.96,132
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,6,4988,9.48,2.95,1334,2.54,8.96,136
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,6,4172,7.93,3.14,1334,2.54,8.96,161
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,6,8788,16.71,3.71,1334,2.54,8.96,536
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,7,975,1.85,1.9,818,1.56,8.45,11
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,7,5253,9.99,2.14,818,1.56,8.45,57
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,7,4822,9.17,2.28,818,1.56,8.45,54
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,7,5888,11.19,2.38,818,1.56,8.45,47
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,7,6063,11.53,2.5,818,1.56,8.45,64
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,7,5959,11.33,2.68,818,1.56,8.45,58
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,7,5692,10.82,2.8,818,1.56,8.45,68
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,7,4988,9.48,2.95,818,1.56,8.45,75
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,7,4172,7.93,3.14,818,1.56,8.45,72
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,7,8788,16.71,3.71,818,1.56,8.45,312
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,8,975,1.85,1.9,490,0.93,9.46,4
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,8,5253,9.99,2.14,490,0.93,9.46,26
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,8,4822,9.17,2.28,490,0.93,9.46,30
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,8,5888,11.19,2.38,490,0.93,9.46,23
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,8,6063,11.53,2.5,490,0.93,9.46,32
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,8,5959,11.33,2.68,490,0.93,9.46,42
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,7 PERSONS,8,5692,10.82,2.8,490,0.93,9.46,42
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,8 PERSONS,8,4988,9.48,2.95,490,0.93,9.46,29
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,9 PERSONS,8,4172,7.93,3.14,490,0.93,9.46,47
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,8,8788,16.71,3.71,490,0.93,9.46,215
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,1 PERSON,9 AND MORE,975,1.85,1.9,905,1.72,9.84,9
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,2 PERSONS,9 AND MORE,5253,9.99,2.14,905,1.72,9.84,68
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,3 PERSONS,9 AND MORE,4822,9.17,2.28,905,1.72,9.84,40
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,4 PERSONS,9 AND MORE,5888,11.19,2.38,905,1.72,9.84,64
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 PERSONS,9 AND MORE,6063,11.53,2.5,905,1.72,9.84,58
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,6 PERSONS,9 AND MORE,5959,11.33,2.68,905,1.72,9.84,69
