province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,820,1.88,BAKED BRICKS/BLOCKS/STONES,123,0.28,44
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,820,1.88,UNBAKED BRICKS/MUD,320,0.73,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,820,1.88,WOOD/BAMBOO,126,0.29,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,820,1.88,OTHERS,120,0.28,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,820,1.88,BAKED BRICKS/BLOCKS/STONES,646,1.48,180
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,820,1.88,UNBAKED BRICKS/MUD,2924,6.7,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,820,1.88,WOOD/BAMBOO,391,0.9,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,820,1.88,OTHERS,349,0.8,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,820,1.88,BAKED BRICKS/BLOCKS/STONES,1424,3.27,275
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,820,1.88,UNBAKED BRICKS/MUD,7896,18.11,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,820,1.88,WOOD/BAMBOO,2119,4.86,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,820,1.88,OTHERS,735,1.69,0
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,820,1.88,BAKED BRICKS/BLOCKS/STONES,1837,4.21,298
BALOCHISTAN,130,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,820,1.88,UNBAKED BRICKS/MUD,17989,41.25,0
