province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,082,SUKKUR DISTRICT,NA,NA,NA,YES,SUKKUR DISTRICT,NA,132879,46185,22500,64194,117784,113183,23384,95052,90354,87783,5.67
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,NA,NA,YES,NEW SUKKUR TALUKA,NA,7535,1870,1659,4006,7165,6256,2871,4953,5258,5945,5.76
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,NA,YES,BAGERJI STC,NA,5205,1378,1396,2431,4936,4757,2387,3580,3826,4264,5.63
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,BAGERJI TC,YES,BAGERJI TC,NA,1765,623,446,696,1644,1505,1087,1363,1362,1303,5.63
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,BAGERJI TC,NO,BAGERJI,0000000,1649,623,446,580,1593,1504,1087,1363,1362,1300,5.57
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,BAGERJI TC,NO,BELO BAGERJI LEFT SIDE,0000000,54,0,0,54,32,1,0,0,0,0,6.44
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,BAGERJI TC,NO,MUBARAKPUR,0000000,62,0,0,62,19,0,0,0,0,3,6.6
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,DEHA TC,YES,DEHA TC,NA,1244,407,123,714,1223,1092,419,633,767,1036,5.22
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,DEHA TC,NO,DEDA,0000000,134,51,15,68,134,65,14,1,22,134,4.72
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,DEHA TC,NO,DEHA,0000000,1110,356,108,646,1089,1027,405,632,745,902,5.28
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,GOSERJI TC,YES,GOSERJI TC,NA,2196,348,827,1021,2069,2160,881,1584,1697,1925,5.85
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,GOSERJI TC,NO,GOSERJI,0000000,1409,213,784,412,1399,1374,589,1176,1180,1251,5.56
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,BAGERJI STC,GOSERJI TC,NO,TAMACHANI,0000000,787,135,43,609,670,786,292,408,517,674,6.39
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,NA,YES,PURANO SUKKUR STC,NA,2330,492,263,1575,2229,1499,484,1373,1432,1681,6.06
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,ARAIN TC,YES,ARAIN TC,NA,1666,476,251,939,1595,1389,471,1223,1278,1422,6.29
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,ARAIN TC,NO,ANGAHO,0000000,394,105,63,226,392,390,235,349,359,394,5.52
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,ARAIN TC,NO,NASIRABAD,0000000,1272,371,188,713,1203,999,236,874,919,1028,6.53
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,PURANO SUKKUR TC,YES,PURANO SUKKUR TC,NA,664,16,12,636,634,110,13,150,154,259,5.47
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,PURANO SUKKUR TC,NO,ALAPH KACHO,0000000,90,1,0,89,89,12,0,5,3,2,4.79
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,PURANO SUKKUR TC,NO,BELO BINDI DHAREJA,0000000,376,2,9,365,350,74,1,15,17,124,5.35
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,PURANO SUKKUR TC,NO,BELO QADIRPUR,0000000,82,3,2,77,82,12,8,79,82,82,5.82
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,PURANO SUKKUR TC,NO,KACHO MANDO DERO,0000000,0,0,0,0,0,0,0,0,0,0,0
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,PURANO SUKKUR TC,NO,PAKKO BINDI DHAREJA,0000000,52,1,0,51,52,2,4,51,52,51,6.98
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,PURANO SUKKUR STC,PURANO SUKKUR TC,NO,SHAH BELO,0000000,64,9,1,54,61,10,0,0,0,0,5.47
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,NA,NA,YES,PANO AQIL TALUKA,NA,57342,28183,7728,21431,55510,50425,13800,44512,44840,43680,5.79
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,NA,YES,PANO-AKIL STC,NA,27329,13559,3432,10338,26772,24447,9348,22575,22656,22233,5.85
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,YES,HINGORO TC,NA,6053,4124,666,1263,5844,5587,2461,4803,5030,5169,5.38
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,BAGH PAI,0000000,765,675,13,77,764,707,1,731,727,724,5.22
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,BAKABAD,0000000,956,641,170,145,949,888,209,788,892,915,5.21
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,BELO HINGORO,0000000,93,25,27,41,82,85,13,51,51,53,6.38
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,CHAJNI CHACHAR,0000000,350,170,20,160,350,337,50,241,248,343,4.94
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,HINGORO,0000000,1047,786,69,192,1040,1035,633,810,825,865,5.42
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,MIRANPUR SAOKI,0000000,426,326,35,65,421,370,1,291,277,303,5.89
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,NAO LOI,0000000,232,176,4,52,230,198,2,188,187,159,5.94
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,QASIMPUR JAGIR JAGIR(KACHO),0000000,14,0,0,14,14,0,0,2,0,0,5.29
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,HINGORO TC,NO,SANGI KOTAI,0000000,2170,1325,328,517,1994,1967,1552,1701,1823,1807,5.37
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,NAURAJA TC,YES,NAURAJA TC,NA,2437,1192,226,1019,2413,2091,1065,2074,2183,2252,5.83
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,NAURAJA TC,NO,BHANDKI,0000000,44,4,5,35,42,0,1,42,42,44,5.93
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,NAURAJA TC,NO,ERAZI SAIDKI,0000000,396,85,82,229,392,295,196,388,395,396,5.33
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,NAURAJA TC,NO,FARAKPUR,0000000,273,169,13,91,271,248,248,272,272,272,6.02
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,NAURAJA TC,NO,KOT SADIQ SHAH,0000000,555,273,38,244,546,524,137,548,551,376,6.82
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,PANO-AKIL STC,NAURAJA TC,NO,NAURAJA NEW,0000000,698,382,56,260,692,596,263,357,456,695,5.34
