province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,TOTAL,5165,1488372,776332,711882,158,109.05,288.16,48.43,5.64,931387,2.49
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,RURAL,NA,767566,399143,368358,65,108.36,NA,NA,5.67,469282,2.62
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,NA,720806,377189,343524,93,109.8,NA,NA,5.61,462105,2.36
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,TOTAL,109,320223,165509,154673,41,107.01,2937.83,86.37,5.79,159475,3.73
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,RURAL,NA,43652,22548,21102,2,106.85,NA,NA,5.76,29374,2.1
SINDH,082,SUKKUR DISTRICT,NEW SUKKUR TALUKA,URBAN,NA,276571,142961,133571,39,107.03,NA,NA,5.8,130101,4.04
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,TOTAL,1042,436372,231357,204973,42,112.87,418.78,22.94,5.77,268201,2.59
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,RURAL,NA,336263,174272,161964,27,107.6,NA,NA,5.79,205976,2.61
SINDH,082,SUKKUR DISTRICT,PANO AQIL TALUKA,URBAN,NA,100109,57085,43009,15,132.73,NA,NA,5.7,62225,2.53
SINDH,082,SUKKUR DISTRICT,ROHRI TALUKA,TOTAL,807,370582,192598,177950,34,108.23,459.21,23.14,5.6,223990,2.68
SINDH,082,SUKKUR DISTRICT,ROHRI TALUKA,RURAL,NA,284840,148419,136392,29,108.82,NA,NA,5.67,166453,2.86
SINDH,082,SUKKUR DISTRICT,ROHRI TALUKA,URBAN,NA,85742,44179,41558,5,106.31,NA,NA,5.41,57537,2.12
SINDH,082,SUKKUR DISTRICT,SALEHPAT TALUKA,TOTAL,2957,129736,67952,61775,9,110,43.87,20.75,5.33,64646,3.73
SINDH,082,SUKKUR DISTRICT,SALEHPAT TALUKA,RURAL,NA,102811,53904,48900,7,110.23,NA,NA,5.28,64646,2.47
SINDH,082,SUKKUR DISTRICT,SALEHPAT TALUKA,URBAN,NA,26925,14048,12875,2,109.11,NA,NA,5.5,NA,NA
SINDH,082,SUKKUR DISTRICT,SUKKUR CITY TALUKA,TOTAL,250,231459,118916,112511,32,105.69,925.84,100,5.46,215075,0.39
SINDH,082,SUKKUR DISTRICT,SUKKUR CITY TALUKA,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,082,SUKKUR DISTRICT,SUKKUR CITY TALUKA,URBAN,NA,231459,118916,112511,32,105.69,NA,NA,5.46,212242,0.46
