province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,2,21262,17.13,39468,31.79,8682
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,2,4436,3.57,39468,31.79,1110
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,OWNED,3,98437,79.3,15035,12.11,11812
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,3,21262,17.13,15035,12.11,2852
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,3,4436,3.57,15035,12.11,371
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,OWNED,4,98437,79.3,5977,4.81,5027
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,4,21262,17.13,5977,4.81,791
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,4,4436,3.57,5977,4.81,159
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,OWNED,5,98437,79.3,1890,1.52,1562
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,5,21262,17.13,1890,1.52,257
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,5,4436,3.57,1890,1.52,71
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,OWNED,6,98437,79.3,1093,0.88,935
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,6,21262,17.13,1093,0.88,118
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,6,4436,3.57,1093,0.88,40
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,OWNED,7,98437,79.3,759,0.61,630
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,7,21262,17.13,759,0.61,99
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,7,4436,3.57,759,0.61,30
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,OWNED,8,98437,79.3,303,0.24,259
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,8,21262,17.13,303,0.24,25
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,8,4436,3.57,303,0.24,19
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,OWNED,9,98437,79.3,402,0.32,337
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENTED,9,21262,17.13,402,0.32,34
SINDH,082,SUKKUR DISTRICT,SUKKUR DISTRICT,URBAN,RENT FREE,9,4436,3.57,402,0.32,31
