province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,KITCHEN,SEPARATE,290328,58.99,194851
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,KITCHEN,SHARED,155784,31.65,108088
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,KITCHEN,NONE,46082,9.36,24594
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,BATH,SEPARATE,326097,66.25,216867
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,BATH,SHARED,141018,28.65,95096
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,BATH,NONE,25079,5.1,15570
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LATRINE,SEWER,181989,36.98,111558
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LATRINE,SEPTIC TANK,98599,20.03,70934
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LATRINE,OPEN DRAIN,82450,16.75,51990
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LATRINE,PIT WITH SLAB,96026,19.51,71019
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LATRINE,OTHER,18327,3.72,12334
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LATRINE,NONE,14803,3.01,9698
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,KITCHEN,SEPARATE,290328,58.99,83266
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,KITCHEN,SHARED,155784,31.65,41688
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,KITCHEN,NONE,46082,9.36,17837
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,BATH,SEPARATE,326097,66.25,96045
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,BATH,SHARED,141018,28.65,39618
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,BATH,NONE,25079,5.1,7128
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LATRINE,SEWER,181989,36.98,63602
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LATRINE,SEPTIC TANK,98599,20.03,24977
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LATRINE,OPEN DRAIN,82450,16.75,27439
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LATRINE,PIT WITH SLAB,96026,19.51,20307
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LATRINE,OTHER,18327,3.72,3769
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LATRINE,NONE,14803,3.01,2697
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,KITCHEN,SEPARATE,290328,58.99,12211
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,KITCHEN,SHARED,155784,31.65,6008
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,KITCHEN,NONE,46082,9.36,3651
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,BATH,SEPARATE,326097,66.25,13185
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,BATH,SHARED,141018,28.65,6304
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,BATH,NONE,25079,5.1,2381
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,LATRINE,SEWER,181989,36.98,6829
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,LATRINE,SEPTIC TANK,98599,20.03,2688
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,LATRINE,OPEN DRAIN,82450,16.75,3021
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,LATRINE,PIT WITH SLAB,96026,19.51,4700
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,LATRINE,OTHER,18327,3.72,2224
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,LATRINE,NONE,14803,3.01,2408
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,RURAL,OWNED,198157,77.57,KITCHEN,SEPARATE,139318,54.54,110410
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,RURAL,OWNED,198157,77.57,KITCHEN,SHARED,91345,35.76,72060
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,RURAL,OWNED,198157,77.57,KITCHEN,NONE,24778,9.7,15687
