province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,INSIDE WATER,TOTAL INSIDE,458984,93.25,307131
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,INSIDE WATER,TAP,233841,47.51,136125
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,INSIDE WATER,ELECTRIC/HAND PUMP,172950,35.14,133324
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,INSIDE WATER,PROTECTED WELL,35525,7.22,27864
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,INSIDE WATER,UN-PROTECTED WELL,5014,1.02,3408
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,INSIDE WATER,OTHERS,11654,2.37,6410
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,TOTAL OUTSIDE,33210,6.75,20402
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,TAP,8065,1.64,4369
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,ELECTRIC/HAND PUMP,5676,1.15,3148
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,PROTECTED WELL,1962,0.4,1376
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,UN-PROTECTED WELL,256,0.05,139
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,SPRING,137,0.03,83
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,CANAL/RIVER/POND,535,0.11,278
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,OUTSIDE WATER,OTHERS,16579,3.37,11009
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,COOKING FUEL,WOOD,152678,31.02,4369
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,COOKING FUEL,GAS,324813,65.99,3148
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,COOKING FUEL,KEROSENE OIL,776,0.16,1376
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,COOKING FUEL,OTHERS,13927,2.83,139
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LIGHTING SOURCE,ELECTRICITY,152678,31.02,109513
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LIGHTING SOURCE,KEROSENE OIL,324813,65.99,210595
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LIGHTING SOURCE,GAS LAMP,776,0.16,393
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,OWNED,327533,66.55,LIGHTING SOURCE,OTHERS,13927,2.83,7032
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,INSIDE WATER,TOTAL INSIDE,458984,93.25,132732
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,INSIDE WATER,TAP,233841,47.51,88856
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,INSIDE WATER,ELECTRIC/HAND PUMP,172950,35.14,33577
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,INSIDE WATER,PROTECTED WELL,35525,7.22,5251
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,INSIDE WATER,UN-PROTECTED WELL,5014,1.02,893
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,INSIDE WATER,OTHERS,11654,2.37,4155
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,TOTAL OUTSIDE,33210,6.75,10059
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,TAP,8065,1.64,3163
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,ELECTRIC/HAND PUMP,5676,1.15,1630
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,PROTECTED WELL,1962,0.4,317
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,UN-PROTECTED WELL,256,0.05,61
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,SPRING,137,0.03,38
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,CANAL/RIVER/POND,535,0.11,172
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,OUTSIDE WATER,OTHERS,16579,3.37,4678
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,COOKING FUEL,WOOD,152678,31.02,3163
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,COOKING FUEL,GAS,324813,65.99,1630
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,COOKING FUEL,KEROSENE OIL,776,0.16,317
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,COOKING FUEL,OTHERS,13927,2.83,61
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LIGHTING SOURCE,ELECTRICITY,152678,31.02,30727
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LIGHTING SOURCE,KEROSENE OIL,324813,65.99,105911
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LIGHTING SOURCE,GAS LAMP,776,0.16,336
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENTED,142791,29.01,LIGHTING SOURCE,OTHERS,13927,2.83,5817
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,INSIDE WATER,TOTAL INSIDE,458984,93.25,19121
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,INSIDE WATER,TAP,233841,47.51,8860
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,INSIDE WATER,ELECTRIC/HAND PUMP,172950,35.14,6049
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,INSIDE WATER,PROTECTED WELL,35525,7.22,2410
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,INSIDE WATER,UN-PROTECTED WELL,5014,1.02,713
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,INSIDE WATER,OTHERS,11654,2.37,1089
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,OUTSIDE WATER,TOTAL OUTSIDE,33210,6.75,2749
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,OUTSIDE WATER,TAP,8065,1.64,533
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,OUTSIDE WATER,ELECTRIC/HAND PUMP,5676,1.15,898
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,RENT FREE,21870,4.44,OUTSIDE WATER,PROTECTED WELL,1962,0.4,269
