province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,1 PERSON,1,6959,1.41,2.51,78622,15.97,5.46,3092
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,2 PERSONS,1,16985,3.45,2.38,78622,15.97,5.46,6812
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,3 PERSONS,1,25402,5.16,2.47,78622,15.97,5.46,8521
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,4 PERSONS,1,38752,7.87,2.6,78622,15.97,5.46,10884
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,5 PERSONS,1,54352,11.04,2.72,78622,15.97,5.46,12903
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,6 PERSONS,1,61305,12.46,2.79,78622,15.97,5.46,12398
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,7 PERSONS,1,56950,11.57,2.89,78622,15.97,5.46,9478
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,8 PERSONS,1,47727,9.7,3.01,78622,15.97,5.46,6264
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,9 PERSONS,1,36887,7.49,3.21,78622,15.97,5.46,3471
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,146875,29.84,4.3,78622,15.97,5.46,4799
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,1 PERSON,2,6959,1.41,2.51,130605,26.54,6.85,1323
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,2 PERSONS,2,16985,3.45,2.38,130605,26.54,6.85,4500
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,3 PERSONS,2,25402,5.16,2.47,130605,26.54,6.85,7636
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,4 PERSONS,2,38752,7.87,2.6,130605,26.54,6.85,12094
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,5 PERSONS,2,54352,11.04,2.72,130605,26.54,6.85,17573
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,6 PERSONS,2,61305,12.46,2.79,130605,26.54,6.85,20543
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,7 PERSONS,2,56950,11.57,2.89,130605,26.54,6.85,19416
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,8 PERSONS,2,47727,9.7,3.01,130605,26.54,6.85,15813
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,9 PERSONS,2,36887,7.49,3.21,130605,26.54,6.85,11232
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,146875,29.84,4.3,130605,26.54,6.85,20475
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,1 PERSON,3,6959,1.41,2.51,109218,22.19,8.15,1004
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,2 PERSONS,3,16985,3.45,2.38,109218,22.19,8.15,2423
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,3 PERSONS,3,25402,5.16,2.47,109218,22.19,8.15,4313
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,4 PERSONS,3,38752,7.87,2.6,109218,22.19,8.15,7382
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,5 PERSONS,3,54352,11.04,2.72,109218,22.19,8.15,11170
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,6 PERSONS,3,61305,12.46,2.79,109218,22.19,8.15,13636
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,7 PERSONS,3,56950,11.57,2.89,109218,22.19,8.15,13402
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,8 PERSONS,3,47727,9.7,3.01,109218,22.19,8.15,12188
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,9 PERSONS,3,36887,7.49,3.21,109218,22.19,8.15,10093
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,146875,29.84,4.3,109218,22.19,8.15,33607
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,1 PERSON,4,6959,1.41,2.51,70790,14.38,9.66,580
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,2 PERSONS,4,16985,3.45,2.38,70790,14.38,9.66,1367
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,3 PERSONS,4,25402,5.16,2.47,70790,14.38,9.66,2138
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,4 PERSONS,4,38752,7.87,2.6,70790,14.38,9.66,3819
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,5 PERSONS,4,54352,11.04,2.72,70790,14.38,9.66,5735
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,6 PERSONS,4,61305,12.46,2.79,70790,14.38,9.66,6683
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,7 PERSONS,4,56950,11.57,2.89,70790,14.38,9.66,6798
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,8 PERSONS,4,47727,9.7,3.01,70790,14.38,9.66,6390
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,9 PERSONS,4,36887,7.49,3.21,70790,14.38,9.66,5618
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,146875,29.84,4.3,70790,14.38,9.66,31662
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,1 PERSON,5,6959,1.41,2.51,39850,8.1,10.92,307
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,2 PERSONS,5,16985,3.45,2.38,39850,8.1,10.92,712
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,3 PERSONS,5,25402,5.16,2.47,39850,8.1,10.92,1105
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,4 PERSONS,5,38752,7.87,2.6,39850,8.1,10.92,1883
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,5 PERSONS,5,54352,11.04,2.72,39850,8.1,10.92,2910
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,6 PERSONS,5,61305,12.46,2.79,39850,8.1,10.92,3288
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,7 PERSONS,5,56950,11.57,2.89,39850,8.1,10.92,3258
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,8 PERSONS,5,47727,9.7,3.01,39850,8.1,10.92,2906
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,9 PERSONS,5,36887,7.49,3.21,39850,8.1,10.92,2728
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,146875,29.84,4.3,39850,8.1,10.92,20753
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,1 PERSON,6,6959,1.41,2.51,27806,5.65,11.65,233
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,2 PERSONS,6,16985,3.45,2.38,27806,5.65,11.65,518
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,3 PERSONS,6,25402,5.16,2.47,27806,5.65,11.65,783
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,4 PERSONS,6,38752,7.87,2.6,27806,5.65,11.65,1218
KHYBER PAKTUNKHWA,018,PESHAWAR DISTRICT,PESHAWAR DISTRICT,TOTAL,5 PERSONS,6,54352,11.04,2.72,27806,5.65,11.65,1872
