province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,WALL,BAKED BRICKS/BLOCKS/STONES,113650,63.62,93190
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,WALL,UNBAKED BRICKS/MUD,37517,21,35765
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,WALL,WOOD/BAMBOO,22430,12.56,20246
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,WALL,OTHERS,5054,2.83,4315
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,ROOF,RCC/RBC,28856,16.15,18508
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,ROOF,CEMENT/IRON SHEETS,6531,3.66,5812
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,ROOF,GARDER/T.IRON,87267,48.85,77628
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,ROOF,WOOD/BAMBOO,50956,28.52,47232
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OWNED,153516,85.93,ROOF,OTHERS,5041,2.82,4336
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,WALL,BAKED BRICKS/BLOCKS/STONES,113650,63.62,15738
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,WALL,UNBAKED BRICKS/MUD,37517,21,798
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,WALL,WOOD/BAMBOO,22430,12.56,295
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,WALL,OTHERS,5054,2.83,298
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,ROOF,RCC/RBC,28856,16.15,7319
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,ROOF,CEMENT/IRON SHEETS,6531,3.66,539
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,ROOF,GARDER/T.IRON,87267,48.85,8096
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,ROOF,WOOD/BAMBOO,50956,28.52,891
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENTED,17129,9.59,ROOF,OTHERS,5041,2.82,284
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENT FREE,8006,4.48,WALL,BAKED BRICKS/BLOCKS/STONES,113650,63.62,4722
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,RENT FREE,8006,4.48,WALL,UNBAKED BRICKS/MUD,37517,21,954
