province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,171,ALL SEXES,561287
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,171,MALE,297130
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,171,FEMALE,264113
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,171,TRANSGENDER,44
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"5,000 AND ABOVE",33,ALL SEXES,337623
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"5,000 AND ABOVE",33,MALE,180490
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"5,000 AND ABOVE",33,FEMALE,157099
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"5,000 AND ABOVE",33,TRANSGENDER,34
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"2,000 - 4,999",42,ALL SEXES,142930
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"2,000 - 4,999",42,MALE,73944
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"2,000 - 4,999",42,FEMALE,68980
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"2,000 - 4,999",42,TRANSGENDER,6
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"1,000 - 1,999",37,ALL SEXES,55123
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"1,000 - 1,999",37,MALE,29138
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"1,000 - 1,999",37,FEMALE,25982
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,"1,000 - 1,999",37,TRANSGENDER,3
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,500 - 999,20,ALL SEXES,15430
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,500 - 999,20,MALE,8059
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,500 - 999,20,FEMALE,7370
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,500 - 999,20,TRANSGENDER,1
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,200 - 499,22,ALL SEXES,8459
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,200 - 499,22,MALE,4588
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,200 - 499,22,FEMALE,3871
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,200 - 499,22,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,LESS THAN 200,16,ALL SEXES,1722
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,LESS THAN 200,16,MALE,911
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,LESS THAN 200,16,FEMALE,811
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,LESS THAN 200,16,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,UN-INHABITED,1,ALL SEXES,0
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,UN-INHABITED,1,MALE,0
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,UN-INHABITED,1,FEMALE,0
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,UN-INHABITED,1,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,TOTAL,26,ALL SEXES,145932
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,TOTAL,26,MALE,78348
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,TOTAL,26,FEMALE,67565
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,TOTAL,26,TRANSGENDER,19
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"5,000 AND ABOVE",6,ALL SEXES,122469
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"5,000 AND ABOVE",6,MALE,66065
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"5,000 AND ABOVE",6,FEMALE,56386
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"5,000 AND ABOVE",6,TRANSGENDER,18
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"2,000 - 4,999",4,ALL SEXES,14244
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"2,000 - 4,999",4,MALE,7447
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"2,000 - 4,999",4,FEMALE,6797
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"2,000 - 4,999",4,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"1,000 - 1,999",3,ALL SEXES,4335
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"1,000 - 1,999",3,MALE,2213
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"1,000 - 1,999",3,FEMALE,2122
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,"1,000 - 1,999",3,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,500 - 999,4,ALL SEXES,2983
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,500 - 999,4,MALE,1597
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,500 - 999,4,FEMALE,1385
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,500 - 999,4,TRANSGENDER,1
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,200 - 499,4,ALL SEXES,1439
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,200 - 499,4,MALE,779
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,200 - 499,4,FEMALE,660
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,200 - 499,4,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,LESS THAN 200,4,ALL SEXES,462
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,LESS THAN 200,4,MALE,247
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,LESS THAN 200,4,FEMALE,215
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,LESS THAN 200,4,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,UN-INHABITED,1,ALL SEXES,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,UN-INHABITED,1,MALE,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,UN-INHABITED,1,FEMALE,0
SINDH,086,JAMSHORO DISTRICT,KOTRI TALUKA,UN-INHABITED,1,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,TOTAL,47,ALL SEXES,119570
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,TOTAL,47,MALE,62415
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,TOTAL,47,FEMALE,57150
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,TOTAL,47,TRANSGENDER,5
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"5,000 AND ABOVE",6,ALL SEXES,53628
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"5,000 AND ABOVE",6,MALE,27760
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"5,000 AND ABOVE",6,FEMALE,25866
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"5,000 AND ABOVE",6,TRANSGENDER,2
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"2,000 - 4,999",14,ALL SEXES,47153
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"2,000 - 4,999",14,MALE,24332
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"2,000 - 4,999",14,FEMALE,22819
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"2,000 - 4,999",14,TRANSGENDER,2
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"1,000 - 1,999",8,ALL SEXES,12720
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"1,000 - 1,999",8,MALE,7009
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"1,000 - 1,999",8,FEMALE,5710
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,"1,000 - 1,999",8,TRANSGENDER,1
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,500 - 999,2,ALL SEXES,1092
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,500 - 999,2,MALE,569
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,500 - 999,2,FEMALE,523
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,500 - 999,2,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,200 - 499,11,ALL SEXES,4378
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,200 - 499,11,MALE,2436
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,200 - 499,11,FEMALE,1942
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,200 - 499,11,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,LESS THAN 200,6,ALL SEXES,599
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,LESS THAN 200,6,MALE,309
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,LESS THAN 200,6,FEMALE,290
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,LESS THAN 200,6,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,UN-INHABITED,-,ALL SEXES,0
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,UN-INHABITED,-,MALE,0
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,UN-INHABITED,-,FEMALE,0
SINDH,086,JAMSHORO DISTRICT,MANJHAND TALUKA,UN-INHABITED,-,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,TOTAL,70,ALL SEXES,165467
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,TOTAL,70,MALE,85449
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,TOTAL,70,FEMALE,80007
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,TOTAL,70,TRANSGENDER,11
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"5,000 AND ABOVE",11,ALL SEXES,73228
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"5,000 AND ABOVE",11,MALE,37783
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"5,000 AND ABOVE",11,FEMALE,35437
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"5,000 AND ABOVE",11,TRANSGENDER,8
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"2,000 - 4,999",17,ALL SEXES,54605
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"2,000 - 4,999",17,MALE,28070
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"2,000 - 4,999",17,FEMALE,26534
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"2,000 - 4,999",17,TRANSGENDER,1
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"1,000 - 1,999",17,ALL SEXES,24846
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"1,000 - 1,999",17,MALE,12992
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"1,000 - 1,999",17,FEMALE,11852
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,"1,000 - 1,999",17,TRANSGENDER,2
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,500 - 999,12,ALL SEXES,9485
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,500 - 999,12,MALE,4876
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,500 - 999,12,FEMALE,4609
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,500 - 999,12,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,200 - 499,7,ALL SEXES,2642
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,200 - 499,7,MALE,1373
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,200 - 499,7,FEMALE,1269
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,200 - 499,7,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,LESS THAN 200,6,ALL SEXES,661
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,LESS THAN 200,6,MALE,355
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,LESS THAN 200,6,FEMALE,306
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,LESS THAN 200,6,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,UN-INHABITED,-,ALL SEXES,0
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,UN-INHABITED,-,MALE,0
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,UN-INHABITED,-,FEMALE,0
SINDH,086,JAMSHORO DISTRICT,SEHWAN TALUKA,UN-INHABITED,-,TRANSGENDER,0
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,TOTAL,28,ALL SEXES,130318
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,TOTAL,28,MALE,70918
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,TOTAL,28,FEMALE,59391
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,TOTAL,28,TRANSGENDER,9
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,"5,000 AND ABOVE",10,ALL SEXES,88298
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,"5,000 AND ABOVE",10,MALE,48882
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,"5,000 AND ABOVE",10,FEMALE,39410
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,"5,000 AND ABOVE",10,TRANSGENDER,6
SINDH,086,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,"2,000 - 4,999",7,ALL SEXES,26928
