province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,1,4306,2.8,102667,66.88,2560
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,1,22616,14.73,102667,66.88,14725
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,1,55515,36.16,102667,66.88,38356
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,1,63556,41.4,102667,66.88,41983
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,1,7523,4.9,102667,66.88,5043
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,2,4306,2.8,31753,20.68,960
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,2,22616,14.73,31753,20.68,4982
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,2,55515,36.16,31753,20.68,10948
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,2,63556,41.4,31753,20.68,13373
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,2,7523,4.9,31753,20.68,1490
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,3,4306,2.8,10829,7.05,427
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,3,22616,14.73,10829,7.05,1732
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,3,55515,36.16,10829,7.05,3548
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,3,63556,41.4,10829,7.05,4622
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,3,7523,4.9,10829,7.05,500
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,4,4306,2.8,4315,2.81,167
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,4,22616,14.73,4315,2.81,604
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,4,55515,36.16,4315,2.81,1396
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,4,63556,41.4,4315,2.81,1933
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,4,7523,4.9,4315,2.81,215
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,5,4306,2.8,1552,1.01,64
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,5,22616,14.73,1552,1.01,221
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,5,55515,36.16,1552,1.01,511
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,5,63556,41.4,1552,1.01,684
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,5,7523,4.9,1552,1.01,72
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,6,4306,2.8,710,0.46,37
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,6,22616,14.73,710,0.46,107
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,6,55515,36.16,710,0.46,233
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,6,63556,41.4,710,0.46,274
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,6,7523,4.9,710,0.46,59
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,7,4306,2.8,1045,0.68,63
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,7,22616,14.73,1045,0.68,168
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,7,55515,36.16,1045,0.68,322
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,7,63556,41.4,1045,0.68,396
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,7,7523,4.9,1045,0.68,96
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,8,4306,2.8,280,0.18,17
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,8,22616,14.73,280,0.18,28
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,8,55515,36.16,280,0.18,82
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,8,63556,41.4,280,0.18,131
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,8,7523,4.9,280,0.18,22
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,4306,2.8,365,0.24,11
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,22616,14.73,365,0.24,49
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,55515,36.16,365,0.24,119
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,63556,41.4,365,0.24,160
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,7523,4.9,365,0.24,26
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,RURAL,UNDER CONSTRUCTION,1,2753,2.95,74770,80.09,1914
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,RURAL,LESS THAN 5 YEARS,1,13280,14.22,74770,80.09,10247
SINDH,086,JAMSHORO DISTRICT,JAMSHORO DISTRICT,RURAL,5-10 YEARS,1,36271,38.85,74770,80.09,29671
