province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,1 PERSON,1,4893,1.94,2.35,44312,17.58,5,1777
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,2 PERSONS,1,13777,5.47,2.34,44312,17.58,5,4378
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,3 PERSONS,1,21029,8.34,2.48,44312,17.58,5,5575
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,4 PERSONS,1,32030,12.71,2.58,44312,17.58,5,7221
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,5 PERSONS,1,41329,16.4,2.7,44312,17.58,5,8209
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,6 PERSONS,1,40480,16.06,2.79,44312,17.58,5,7025
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,7 PERSONS,1,31187,12.38,2.92,44312,17.58,5,4618
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,8 PERSONS,1,21532,8.54,3.1,44312,17.58,5,2651
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,9 PERSONS,1,14119,5.6,3.3,44312,17.58,5,1357
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,31631,12.55,4.12,44312,17.58,5,1501
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,1 PERSON,2,4893,1.94,2.35,79228,31.44,5.74,1527
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,2 PERSONS,2,13777,5.47,2.34,79228,31.44,5.74,4821
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,3 PERSONS,2,21029,8.34,2.48,79228,31.44,5.74,7316
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,4 PERSONS,2,32030,12.71,2.58,79228,31.44,5.74,11285
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,5 PERSONS,2,41329,16.4,2.7,79228,31.44,5.74,14146
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN DISTRICT,TOTAL,6 PERSONS,2,40480,16.06,2.79,79228,31.44,5.74,13774
