province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,NA,NA,NA,YES,MANDI BAHAUDDIN DISTRICT,326358,159784,166484,90,79.1,82.86,75.6,33.33,50530,44617,14,30252,30879,8,7521,11880,3,322736,3622,247969,190781,21780,75653,168567
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,NA,NA,YES,MALAKWAL TEHSIL,43423,20971,22431,21,81.31,86.09,77.01,38.1,6686,5941,4,4698,4524,3,1102,2005,0,42840,583,33717,26386,3334,10078,24116
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,NA,YES,MALAKWAL MC,43423,20971,22431,21,81.31,86.09,77.01,38.1,6686,5941,4,4698,4524,3,1102,2005,0,42840,583,33717,26386,3334,10078,24116
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,CHARGE NO 04,YES,CHARGE NO 04,43423,20971,22431,21,81.31,86.09,77.01,38.1,6686,5941,4,4698,4524,3,1102,2005,0,42840,583,33717,26386,3334,10078,24116
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,CHARGE NO 04,NO,CIRCLE NO 01,8080,3907,4169,4,84.75,88.48,81.32,100,1350,1150,2,930,979,1,187,403,0,8080,0,6379,5048,607,1532,4567
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,CHARGE NO 04,NO,CIRCLE NO 02,6303,3031,3272,0,81.66,85.65,78.12,0,972,816,0,667,674,0,135,376,0,6303,0,4925,3859,533,1591,3632
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,CHARGE NO 04,NO,CIRCLE NO 03,5415,2624,2791,0,83.27,89.41,77.79,0,790,734,0,605,568,0,153,241,0,5403,12,4161,3209,440,1218,2953
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,CHARGE NO 04,NO,CIRCLE NO 04,7378,3568,3799,11,83.01,86.77,79.79,18.18,1067,967,1,931,881,1,272,435,0,7346,32,5752,4548,550,1934,4220
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,CHARGE NO 04,NO,CIRCLE NO 05,5867,2766,3098,3,80.49,85.85,75.86,0,884,805,0,588,591,0,151,237,0,5664,203,4567,3615,469,1543,3276
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MALAKWAL TEHSIL,MALAKWAL MC,CHARGE NO 04,NO,CIRCLE NO 06,10380,5075,5302,3,76.54,82.41,71.02,66.67,1623,1469,1,977,831,1,204,313,0,10044,336,7933,6107,735,2260,5468
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,NA,NA,YES,MANDI BAHAUDDIN TEHSIL,217232,106393,110779,60,79.19,82.39,76.24,28.33,33870,30074,7,19166,20575,4,4923,7573,2,214722,2510,164739,126755,14112,50965,111718
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,NA,YES,MANDI BAHAUDDIN MC,198643,97608,100977,58,80.05,83.06,77.24,29.31,31237,27634,7,18044,19299,4,4723,7245,2,196155,2488,150834,116169,12629,47557,102840
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,YES,CHARGE NO 05,89571,43965,45587,19,77.6,80.98,74.45,42.11,13698,12199,4,7777,8151,0,2047,3006,2,88047,1524,67444,51932,5880,22078,45638
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 01,11353,5516,5833,4,72.5,75.81,69.57,25,1660,1591,0,713,846,0,132,210,0,11327,26,8397,6264,728,2905,5312
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 02,13759,6668,7089,2,71.26,75.83,67.16,0,2133,1942,0,964,1068,0,228,282,0,13714,45,10128,7650,884,3287,6582
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 03,8819,4191,4625,3,89.09,92.54,86.05,66.67,1356,1263,2,1040,1082,0,301,443,0,8708,111,6749,5235,589,1512,4838
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 04,8579,4509,4068,2,79.83,79.51,80.25,0,1530,1148,0,856,864,0,209,319,0,7639,940,6764,5497,528,2583,4907
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 05,7183,3502,3680,1,88.71,92.6,85.21,0,1111,969,0,852,903,0,230,350,0,7131,52,5652,4471,581,1960,4028
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 06,12895,6300,6591,4,80.46,83.87,77.35,75,1914,1787,1,1261,1294,0,363,535,1,12767,128,9664,7531,848,3021,6649
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 07,11533,5640,5890,3,76.15,80.48,72.09,66.67,1744,1514,1,1006,1005,0,303,431,1,11411,122,8556,6515,717,3065,5794
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 05,NO,CIRCLE NO 08,15450,7639,7811,0,72.09,75.92,68.38,0,2250,1985,0,1085,1089,0,281,436,0,15350,100,11534,8769,1005,3745,7528
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,YES,CHARGE NO 06,109072,53643,55390,39,82.02,84.74,79.51,23.08,17539,15435,3,10267,11148,4,2676,4239,0,108108,964,83390,64237,6749,25479,57202
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 01,15372,7504,7864,4,83.07,85.91,80.43,75,2578,2281,0,1258,1481,1,350,550,0,14798,574,11599,8924,924,3881,7873
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 02,10481,5129,5345,7,83.75,84.12,83.52,14.29,1743,1593,0,977,1189,1,263,450,0,10443,38,8066,6288,701,2098,5589
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 03,4504,2307,2197,0,91.03,92.53,89.45,0,758,582,0,633,620,0,193,265,0,4356,148,3568,2821,328,1254,2620
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 04,12993,6390,6602,1,85.72,87.04,84.5,0,2111,1853,0,1266,1506,0,387,565,0,12907,86,9882,7605,715,2525,6953
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 05,8060,3965,4095,0,87.34,89.6,85.2,0,1342,1133,0,946,1013,0,232,394,0,8045,15,6242,4931,519,2268,4523
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 06,8383,4152,4230,1,84.53,87.95,81.24,100,1517,1244,0,711,831,1,152,279,0,8370,13,6381,5000,513,1403,4307
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 07,16679,8009,8645,25,82.3,86.3,78.92,12,2545,2465,2,1844,1786,1,478,724,0,16641,38,12918,9840,1038,3732,8954
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 08,23274,11640,11633,1,76.57,79.13,74.06,100,3485,2995,1,1811,1931,0,487,735,0,23222,52,17586,13352,1254,6223,11554
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN MC,CHARGE NO 06,NO,CIRCLE NO 09,9326,4547,4779,0,74.8,80.25,69.88,0,1460,1289,0,821,791,0,134,277,0,9326,0,7148,5476,757,2095,4829
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANGAT TC,NA,YES,MANGAT TC,18589,8785,9802,2,69.92,74.76,65.79,0,2633,2440,0,1122,1276,0,200,328,0,18567,22,13905,10586,1483,3408,8878
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANGAT TC,CHARGE NO 07,YES,CHARGE NO 07,18589,8785,9802,2,69.92,74.76,65.79,0,2633,2440,0,1122,1276,0,200,328,0,18567,22,13905,10586,1483,3408,8878
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANGAT TC,CHARGE NO 07,NO,CIRCLE NO 01,8310,3933,4375,2,74.5,78.88,70.75,0,1239,1112,0,467,555,0,81,119,0,8296,14,6270,4736,684,1511,4082
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,MANDI BAHAUDDIN TEHSIL,MANGAT TC,CHARGE NO 07,NO,CIRCLE NO 02,10279,4852,5427,0,66.17,71.36,61.75,0,1394,1328,0,655,721,0,119,209,0,10271,8,7635,5850,799,1897,4796
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,NA,NA,YES,PHALIA TEHSIL,65703,32420,33274,9,77.27,82.29,72.51,55.56,9974,8602,3,6388,5780,1,1496,2302,1,65174,529,49513,37640,4334,14610,32733
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,PHALIA MC,NA,YES,PHALIA MC,52789,26019,26763,7,76.9,81.72,72.34,57.14,7922,6802,3,5076,4653,1,1218,1911,0,52271,518,39729,30052,3406,12266,26301
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,PHALIA MC,CHARGE NO 07,YES,CHARGE NO 07,52789,26019,26763,7,76.9,81.72,72.34,57.14,7922,6802,3,5076,4653,1,1218,1911,0,52271,518,39729,30052,3406,12266,26301
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,PHALIA MC,CHARGE NO 07,NO,CIRCLE NO 01,27644,13591,14048,5,76.07,80.93,71.48,60,4167,3551,2,2589,2442,1,547,892,0,27395,249,20893,15717,1796,6350,13696
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,PHALIA MC,CHARGE NO 07,NO,CIRCLE NO 02,14103,6955,7147,1,77.73,82.29,73.41,0,2103,1842,0,1339,1215,0,366,511,0,14006,97,10488,7902,873,3163,6897
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,PHALIA MC,CHARGE NO 07,NO,CIRCLE NO 03,11042,5473,5568,1,77.96,82.95,73.14,100,1652,1409,1,1148,996,0,305,508,0,10870,172,8348,6433,737,2753,5708
PUNJAB,050,MANDI BAHAUDDIN DISTRICT,PHALIA TEHSIL,QADIRABAD TC,NA,YES,QADIRABAD TC,12914,6401,6511,2,78.75,84.61,73.19,50,2052,1800,0,1312,1127,0,278,391,1,12903,11,9784,7588,928,2344,6432
