province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,5285,5402380,2736180,2665089,1111,102.67,1022.21,55.64,6.01,3363911,2.52
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,NA,2396672,1192950,1203473,249,99.13,NA,NA,6,1575638,2.23
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,URBAN,NA,3005708,1543230,1461616,862,105.58,NA,NA,6.02,1788273,2.77
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,TOTAL,1457,678062,326998,350983,81,93.17,465.38,16.52,6.1,494010,1.68
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,RURAL,NA,566018,271415,294558,45,92.14,NA,NA,6.07,426860,1.49
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,URBAN,NA,112044,55583,56425,36,98.51,NA,NA,6.28,67150,2.73
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,TOTAL,637,220746,108003,112733,10,95.8,346.54,27.46,5.83,153719,1.92
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,RURAL,NA,160136,77653,82475,8,94.15,NA,NA,5.84,134512,0.92
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,URBAN,NA,60610,30350,30258,2,100.3,NA,NA,5.79,19207,6.22
PUNJAB,042,RAWALPINDI DISTRICT,KALLAR SAYADDAN TEHSIL,TOTAL,459,217061,103736,113304,21,91.56,472.9,24.99,6.03,158120,1.68
PUNJAB,042,RAWALPINDI DISTRICT,KALLAR SAYADDAN TEHSIL,RURAL,NA,162822,77771,85038,13,91.45,NA,NA,5.98,158120,0.15
PUNJAB,042,RAWALPINDI DISTRICT,KALLAR SAYADDAN TEHSIL,URBAN,NA,54239,25965,28266,8,91.86,NA,NA,6.17,NA,NA
PUNJAB,042,RAWALPINDI DISTRICT,KOTLI SATTIAN TEHSIL,TOTAL,304,119295,60300,58980,15,102.24,392.42,18.78,4.93,82711,1.94
PUNJAB,042,RAWALPINDI DISTRICT,KOTLI SATTIAN TEHSIL,RURAL,NA,96894,48976,47907,11,102.23,NA,NA,4.97,82711,0.83
PUNJAB,042,RAWALPINDI DISTRICT,KOTLI SATTIAN TEHSIL,URBAN,NA,22401,11324,11073,4,102.27,NA,NA,4.75,NA,NA
PUNJAB,042,RAWALPINDI DISTRICT,MURREE TEHSIL,TOTAL,434,233017,119517,113476,24,105.32,536.91,67.4,5.62,176599,1.47
PUNJAB,042,RAWALPINDI DISTRICT,MURREE TEHSIL,RURAL,NA,75974,37829,38140,5,99.18,NA,NA,5.63,155224,-3.68
PUNJAB,042,RAWALPINDI DISTRICT,MURREE TEHSIL,URBAN,NA,157043,81688,75336,19,108.43,NA,NA,5.62,21375,11.05
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI TEHSIL,TOTAL,1682,3256641,1672017,1583769,855,105.57,1936.17,64.42,6.06,1927612,2.79
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI TEHSIL,RURAL,NA,1158817,590102,568568,147,103.79,NA,NA,6.03,517844,4.32
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI TEHSIL,URBAN,NA,2097824,1081915,1015201,708,106.57,NA,NA,6.08,1409768,2.11
PUNJAB,042,RAWALPINDI DISTRICT,TAXILA TEHSIL,TOTAL,312,677558,345609,331844,105,104.15,2171.66,74.02,6.1,371140,3.21
PUNJAB,042,RAWALPINDI DISTRICT,TAXILA TEHSIL,RURAL,NA,176011,89204,86787,20,102.78,NA,NA,6.62,100367,2.99
PUNJAB,042,RAWALPINDI DISTRICT,TAXILA TEHSIL,URBAN,NA,501547,256405,245057,85,104.63,NA,NA,5.93,270773,3.29
