province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,UNDER CONSTRUCTION,1,10271,1.75,32529,5.54,835
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,LESS THAN 5 YEARS,1,51541,8.78,32529,5.54,2744
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,5-10 YEARS,1,116288,19.82,32529,5.54,5332
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,11-50 YEARS,1,385403,65.68,32529,5.54,21677
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OVER 50 YEARS,1,23326,3.97,32529,5.54,1941
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,UNDER CONSTRUCTION,2,10271,1.75,128745,21.94,2395
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,LESS THAN 5 YEARS,2,51541,8.78,128745,21.94,11516
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,5-10 YEARS,2,116288,19.82,128745,21.94,25667
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,11-50 YEARS,2,385403,65.68,128745,21.94,83286
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OVER 50 YEARS,2,23326,3.97,128745,21.94,5881
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,UNDER CONSTRUCTION,3,10271,1.75,178125,30.35,3200
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,LESS THAN 5 YEARS,3,51541,8.78,178125,30.35,17607
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,5-10 YEARS,3,116288,19.82,178125,30.35,38249
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,11-50 YEARS,3,385403,65.68,178125,30.35,113402
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OVER 50 YEARS,3,23326,3.97,178125,30.35,5667
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,UNDER CONSTRUCTION,4,10271,1.75,118861,20.25,1959
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,LESS THAN 5 YEARS,4,51541,8.78,118861,20.25,10009
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,5-10 YEARS,4,116288,19.82,118861,20.25,23742
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,11-50 YEARS,4,385403,65.68,118861,20.25,78868
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OVER 50 YEARS,4,23326,3.97,118861,20.25,4283
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,UNDER CONSTRUCTION,5,10271,1.75,51467,8.77,726
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,LESS THAN 5 YEARS,5,51541,8.78,51467,8.77,3782
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,5-10 YEARS,5,116288,19.82,51467,8.77,9543
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,11-50 YEARS,5,385403,65.68,51467,8.77,35259
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OVER 50 YEARS,5,23326,3.97,51467,8.77,2157
