province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,042,RAWALPINDI DISTRICT,NA,NA,NA,YES,RAWALPINDI DISTRICT,488297,465691,12135,10471,413347,484982,433310,472096,478847,481144,6.02
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,NA,NA,YES,GUJAR KHAN TEHSIL,17457,16584,467,406,14868,17291,15105,17016,16961,16946,6.28
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,DAULTALA MC,NA,YES,DAULTALA MC,3296,3123,119,54,2919,3252,2698,3259,3239,3230,6.38
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,DAULTALA MC,CHARGE NO 11,YES,CHARGE NO 11,3296,3123,119,54,2919,3252,2698,3259,3239,3230,6.38
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,DAULTALA MC,CHARGE NO 11,NO,CIRCLE NO 01,1813,1711,78,24,1724,1783,1446,1797,1784,1787,6.24
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,DAULTALA MC,CHARGE NO 11,NO,CIRCLE NO 02,1483,1412,41,30,1195,1469,1252,1462,1455,1443,6.54
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,NA,YES,GUJAR KHAN MC,14161,13461,348,352,11949,14039,12407,13757,13722,13716,6.26
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,YES,CHARGE NO 09,6630,6381,88,161,5810,6574,5999,6463,6341,6554,6.19
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 01,797,769,3,25,766,779,724,792,776,795,6.44
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 02,965,937,1,27,922,963,934,949,954,961,6.5
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 03,453,433,12,8,360,452,349,440,448,453,6.57
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 04,1065,1007,4,54,993,1064,980,1037,884,1040,6.15
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 05,994,966,15,13,704,990,897,978,985,989,5.56
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 06,832,806,16,10,733,815,744,797,795,795,6.24
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 07,913,868,27,18,816,903,782,865,891,912,6.25
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 09,NO,CIRCLE NO 08,611,595,10,6,516,608,589,605,608,609,6.05
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,YES,CHARGE NO 10,7531,7080,260,191,6139,7465,6408,7294,7381,7162,6.32
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 01,1043,1018,16,9,787,1038,872,1030,1032,1029,6.27
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 02,411,403,4,4,238,410,389,410,409,410,5.9
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 03,1040,999,25,16,945,1034,962,1037,1029,1033,6.02
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 04,141,138,0,3,134,139,135,138,139,141,5.64
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 05,1151,1100,38,13,940,1146,1135,1148,1141,1151,6.44
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 06,685,676,6,3,624,683,637,684,684,685,6.04
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 07,987,831,66,90,763,955,544,834,918,913,6.42
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 08,733,686,26,21,504,733,680,696,711,733,5.86
PUNJAB,042,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,GUJAR KHAN MC,CHARGE NO 10,NO,CIRCLE NO 09,1340,1229,79,32,1204,1327,1054,1317,1318,1067,7
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,NA,NA,YES,KAHUTA TEHSIL,10439,10160,104,175,8784,10323,9011,10293,10258,9988,5.79
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,KAHUTA MC,NA,YES,KAHUTA MC,10439,10160,104,175,8784,10323,9011,10293,10258,9988,5.79
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,KAHUTA MC,CHARGE NO 04,YES,CHARGE NO 04,10439,10160,104,175,8784,10323,9011,10293,10258,9988,5.79
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,KAHUTA MC,CHARGE NO 04,NO,CIRCLE NO 01,2727,2686,24,17,2478,2702,2506,2690,2700,2703,5.77
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,KAHUTA MC,CHARGE NO 04,NO,CIRCLE NO 02,3594,3535,9,50,3087,3567,2965,3554,3539,3366,5.75
PUNJAB,042,RAWALPINDI DISTRICT,KAHUTA TEHSIL,KAHUTA MC,CHARGE NO 04,NO,CIRCLE NO 03,4118,3939,71,108,3219,4054,3540,4049,4019,3919,5.85
