province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,1,586829,66.62,80452,9.13,32529
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,1,255514,29.01,80452,9.13,39862
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,1,38553,4.38,80452,9.13,8061
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,2,586829,66.62,238981,27.13,128745
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,2,255514,29.01,238981,27.13,95519
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,2,38553,4.38,238981,27.13,14717
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,3,586829,66.62,269988,30.65,178125
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,3,255514,29.01,269988,30.65,83231
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,3,38553,4.38,269988,30.65,8632
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,4,586829,66.62,146313,16.61,118861
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,4,255514,29.01,146313,16.61,23779
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,4,38553,4.38,146313,16.61,3673
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,5,586829,66.62,58954,6.69,51467
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,5,255514,29.01,58954,6.69,6069
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,5,38553,4.38,58954,6.69,1418
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,6,586829,66.62,42906,4.87,38635
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,6,255514,29.01,42906,4.87,3359
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,6,38553,4.38,42906,4.87,912
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,7,586829,66.62,16281,1.85,14108
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,7,255514,29.01,16281,1.85,1811
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,7,38553,4.38,16281,1.85,362
