province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,KITCHEN,SEPARATE,689558,78.28,460396
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,KITCHEN,SHARED,153382,17.41,105145
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,KITCHEN,NONE,37956,4.31,21288
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,BATH,SEPARATE,688545,78.16,453227
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,BATH,SHARED,160651,18.24,110557
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,BATH,NONE,31700,3.6,23045
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,LATRINE,SEWER,412896,46.87,225110
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,LATRINE,SEPTIC TANK,155765,17.68,116254
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,LATRINE,OPEN DRAIN,50345,5.72,32812
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,LATRINE,PIT WITH SLAB,223539,25.38,182425
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,LATRINE,OTHER,7804,0.89,5692
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,OWNED,586829,66.62,LATRINE,NONE,30547,3.47,24536
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,KITCHEN,SEPARATE,689558,78.28,201601
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,KITCHEN,SHARED,153382,17.41,42369
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,KITCHEN,NONE,37956,4.31,11544
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,BATH,SEPARATE,688545,78.16,206727
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,BATH,SHARED,160651,18.24,43920
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,BATH,NONE,31700,3.6,4867
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,LATRINE,SEWER,412896,46.87,168255
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,LATRINE,SEPTIC TANK,155765,17.68,33238
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,LATRINE,OPEN DRAIN,50345,5.72,15169
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,LATRINE,PIT WITH SLAB,223539,25.38,35068
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,LATRINE,OTHER,7804,0.89,1553
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENTED,255514,29.01,LATRINE,NONE,30547,3.47,2231
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,KITCHEN,SEPARATE,689558,78.28,27561
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,KITCHEN,SHARED,153382,17.41,5868
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,KITCHEN,NONE,37956,4.31,5124
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,BATH,SEPARATE,688545,78.16,28591
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,BATH,SHARED,160651,18.24,6174
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,BATH,NONE,31700,3.6,3788
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,LATRINE,SEWER,412896,46.87,19531
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,LATRINE,SEPTIC TANK,155765,17.68,6273
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,LATRINE,OPEN DRAIN,50345,5.72,2364
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,LATRINE,PIT WITH SLAB,223539,25.38,6046
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,LATRINE,OTHER,7804,0.89,559
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,TOTAL,RENT FREE,38553,4.38,LATRINE,NONE,30547,3.47,3780
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,KITCHEN,SEPARATE,305405,77.79,250540
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,KITCHEN,SHARED,65439,16.67,51690
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,KITCHEN,NONE,21755,5.54,15186
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,BATH,SEPARATE,298371,76,241441
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,BATH,SHARED,71978,18.33,58244
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,BATH,NONE,22250,5.67,17731
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,LATRINE,SEWER,102561,26.12,66217
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,LATRINE,SEPTIC TANK,87303,22.24,73941
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,LATRINE,OPEN DRAIN,21733,5.54,16631
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,LATRINE,PIT WITH SLAB,149804,38.16,134704
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,LATRINE,OTHER,4667,1.19,3761
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,OWNED,317416,80.85,LATRINE,NONE,26531,6.76,22162
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,KITCHEN,SEPARATE,305405,77.79,45773
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,KITCHEN,SHARED,65439,16.67,11076
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,KITCHEN,NONE,21755,5.54,3300
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,BATH,SEPARATE,298371,76,47310
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,BATH,SHARED,71978,18.33,11011
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,BATH,NONE,22250,5.67,1828
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,LATRINE,SEWER,102561,26.12,33417
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,LATRINE,SEPTIC TANK,87303,22.24,10247
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,LATRINE,OPEN DRAIN,21733,5.54,3936
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,LATRINE,PIT WITH SLAB,149804,38.16,10912
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,LATRINE,OTHER,4667,1.19,491
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENTED,60149,15.32,LATRINE,NONE,26531,6.76,1146
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENT FREE,15034,3.83,KITCHEN,SEPARATE,305405,77.79,9092
PUNJAB,042,RAWALPINDI DISTRICT,RAWALPINDI DISTRICT,RURAL,RENT FREE,15034,3.83,KITCHEN,SHARED,65439,16.67,2673
