province_name,district_code,district_name,area_name,area_type,total_population,household_size,count
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,TOTAL,498183
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,01,19253
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,02,43012
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,03,55870
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,04,79380
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,05,85135
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,06,69814
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,07,45543
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,08,30074
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,09,20150
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,2807429,10 AND UP,49952
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,TOTAL,498183
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,01,19253
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,02,43012
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,03,55870
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,04,79380
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,05,85135
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,06,69814
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,07,45543
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,08,30074
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,09,20150
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,URBAN,2807429,10 AND UP,49952
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,TOTAL,140111
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,01,5879
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,02,13091
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,03,16866
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,04,23142
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,05,24538
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,06,20379
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,07,12680
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,08,8094
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,09,5014
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,TOTAL,747485,10 AND UP,10428
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,TOTAL,140111
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,01,5879
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,02,13091
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,03,16866
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,04,23142
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,05,24538
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,06,20379
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,URBAN,747485,07,12680
