province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,WALL,BAKED BRICKS/BLOCKS/STONES,281190,96.28,7396
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,WALL,UNBAKED BRICKS/MUD,5392,1.85,543
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,WALL,WOOD/BAMBOO,1323,0.45,133
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,WALL,OTHERS,4157,1.42,252
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,ROOF,RCC/RBC,219476,75.15,5841
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,ROOF,CEMENT/IRON SHEETS,28667,9.82,1047
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,ROOF,GARDER/T.IRON,36731,12.58,984
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,ROOF,WOOD/BAMBOO,2508,0.86,186
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,UNDER CONSTRUCTION,8324,2.85,ROOF,OTHERS,4680,1.6,266
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,WALL,BAKED BRICKS/BLOCKS/STONES,281190,96.28,29481
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,WALL,UNBAKED BRICKS/MUD,5392,1.85,1493
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,WALL,WOOD/BAMBOO,1323,0.45,369
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,WALL,OTHERS,4157,1.42,668
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,ROOF,RCC/RBC,219476,75.15,20163
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,ROOF,CEMENT/IRON SHEETS,28667,9.82,5592
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,ROOF,GARDER/T.IRON,36731,12.58,4949
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,ROOF,WOOD/BAMBOO,2508,0.86,525
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,LESS THAN 5 YEARS,32011,10.96,ROOF,OTHERS,4680,1.6,782
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,5-10 YEARS,50883,17.42,WALL,BAKED BRICKS/BLOCKS/STONES,281190,96.28,48494
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,5-10 YEARS,50883,17.42,WALL,UNBAKED BRICKS/MUD,5392,1.85,1190
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,5-10 YEARS,50883,17.42,WALL,WOOD/BAMBOO,1323,0.45,337
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,5-10 YEARS,50883,17.42,WALL,OTHERS,4157,1.42,862
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,5-10 YEARS,50883,17.42,ROOF,RCC/RBC,219476,75.15,34633
SINDH,093,KARACHI EAST DISTRICT,KARACHI EAST DISTRICT,TOTAL,5-10 YEARS,50883,17.42,ROOF,CEMENT/IRON SHEETS,28667,9.82,6376
