province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",558702,1.64,5.33,ALL SEXES,761631
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",558702,1.64,5.33,MALE,401237
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",558702,1.64,5.33,FEMALE,360249
SINDH,093,KARACHI EAST DISTRICT,FEROZABAD SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",558702,1.64,5.33,TRANSGENDER,145
SINDH,093,KARACHI EAST DISTRICT,GULZAR-E-HIJRI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",114789,10.21,6.59,ALL SEXES,730689
SINDH,093,KARACHI EAST DISTRICT,GULZAR-E-HIJRI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",114789,10.21,6.59,MALE,388431
SINDH,093,KARACHI EAST DISTRICT,GULZAR-E-HIJRI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",114789,10.21,6.59,FEMALE,342108
SINDH,093,KARACHI EAST DISTRICT,GULZAR-E-HIJRI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",114789,10.21,6.59,TRANSGENDER,150
SINDH,093,KARACHI EAST DISTRICT,GULSHAN-E-IQBAL SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",347377,3.32,5.48,ALL SEXES,647144
SINDH,093,KARACHI EAST DISTRICT,GULSHAN-E-IQBAL SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",347377,3.32,5.48,MALE,333725
SINDH,093,KARACHI EAST DISTRICT,GULSHAN-E-IQBAL SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KARACHI EAST DISTRICT,"500,000 AND ABOVE",347377,3.32,5.48,FEMALE,313290
