province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,INSIDE WATER,TAP,41066,17.26,961
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,INSIDE WATER,ELECTRIC/HAND PUMP,146741,61.69,1614
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,INSIDE WATER,PROTECTED WELL,3325,1.4,45
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,INSIDE WATER,UN-PROTECTED WELL,898,0.38,17
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,INSIDE WATER,OTHERS,15408,6.48,135
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,OUTSIDE WATER,TAP,3759,1.58,33
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,OUTSIDE WATER,ELECTRIC/HAND PUMP,11632,4.89,127
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,OUTSIDE WATER,PROTECTED WELL,2767,1.16,25
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,OUTSIDE WATER,UN-PROTECTED WELL,1260,0.53,11
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,OUTSIDE WATER,SPRING,657,0.28,6
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,OUTSIDE WATER,CANAL/RIVER/POND,141,0.06,1
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,OUTSIDE WATER,OTHERS,10217,4.3,130
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,COOKING FUEL,WOOD,171041,71.9,2283
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,COOKING FUEL,GAS,61879,26.01,720
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,COOKING FUEL,KEROSENE OIL,123,0.05,9
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,COOKING FUEL,OTHERS,4828,2.03,93
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,LIGHTING SOURCE,ELECTRICITY,223698,94.04,2946
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,LIGHTING SOURCE,KEROSENE OIL,4172,1.75,51
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,LIGHTING SOURCE,GAS LAMP,203,0.09,1
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3105,1.31,LIGHTING SOURCE,OTHERS,9798,4.12,107
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,18842,7.92,INSIDE WATER,TAP,41066,17.26,3175
