province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,1 PERSON,1,9860,3.72,2.38,25421,9.59,4.13,2845
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,2 PERSONS,1,22238,8.39,2.6,25421,9.59,4.13,3878
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,3 PERSONS,1,28842,10.89,2.76,25421,9.59,4.13,3998
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,4 PERSONS,1,40233,15.18,2.89,25421,9.59,4.13,4413
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5 PERSONS,1,46027,17.37,3,25421,9.59,4.13,4185
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,6 PERSONS,1,39583,14.94,3.15,25421,9.59,4.13,2816
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,7 PERSONS,1,27717,10.46,3.35,25421,9.59,4.13,1551
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,8 PERSONS,1,17682,6.67,3.59,25421,9.59,4.13,791
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,9 PERSONS,1,10892,4.11,3.81,25421,9.59,4.13,423
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,21894,8.26,4.46,25421,9.59,4.13,521
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,1 PERSON,2,9860,3.72,2.38,78000,29.44,4.85,3427
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,2 PERSONS,2,22238,8.39,2.6,78000,29.44,4.85,8614
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,3 PERSONS,2,28842,10.89,2.76,78000,29.44,4.85,10269
