province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,040,CHAKWAL DISTRICT,NA,NA,NA,YES,CHAKWAL DISTRICT,48240,42430,4347,1463,40552,47036,35562,45376,46370,45411,5.74
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,NA,NA,YES,CHAKWAL TEHSIL,23204,20730,1929,545,20456,22866,20067,22158,22602,22041,5.88
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,NA,YES,CHAKWAL MC,23204,20730,1929,545,20456,22866,20067,22158,22602,22041,5.88
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,YES,CHARGE NO 09,12260,10374,1472,414,10059,12094,10727,11723,11901,11683,5.84
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 01,1773,1492,175,106,1623,1751,1496,1639,1655,1681,5.83
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 02,1378,1299,55,24,1208,1371,1044,1358,1360,1356,5.98
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 03,3447,2647,711,89,2408,3423,3260,3402,3414,3424,5.82
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 04,609,552,44,13,456,590,527,588,602,299,5.56
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 05,1295,1193,56,46,1234,1277,1199,1268,1263,1280,5.74
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 06,1954,1488,376,90,1521,1927,1591,1732,1852,1880,5.79
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 07,655,610,28,17,594,636,624,638,637,645,6.08
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 09,NO,CIRCLE NO 08,1149,1093,27,29,1015,1119,986,1098,1118,1118,5.93
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 10,YES,CHARGE NO 10,10944,10356,457,131,10397,10772,9340,10435,10701,10358,5.93
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 10,NO,CIRCLE NO 01,1407,1313,79,15,1338,1378,1136,1325,1376,1364,6.21
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 10,NO,CIRCLE NO 02,1162,1083,51,28,1096,1125,845,992,1109,687,6.33
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 10,NO,CIRCLE NO 03,991,873,105,13,843,984,939,938,969,979,5.92
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 10,NO,CIRCLE NO 04,1691,1623,58,10,1611,1663,1386,1652,1669,1679,5.92
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,CHARGE NO 10,NO,CIRCLE NO 05,2056,1959,67,30,2018,2046,1715,2043,2041,2053,5.88
