province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,"100,000 - 199,999",80508,2.88,5.88,ALL SEXES,138214
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,"100,000 - 199,999",80508,2.88,5.88,MALE,68508
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,"100,000 - 199,999",80508,2.88,5.88,FEMALE,69677
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL TEHSIL,CHAKWAL MC,"100,000 - 199,999",80508,2.88,5.88,TRANSGENDER,29
PUNJAB,040,CHAKWAL DISTRICT,TALA GANG TEHSIL,TALA GANG MC,"50,000 - 99,999",37766,2.82,5.69,ALL SEXES,64083
PUNJAB,040,CHAKWAL DISTRICT,TALA GANG TEHSIL,TALA GANG MC,"50,000 - 99,999",37766,2.82,5.69,MALE,31589
PUNJAB,040,CHAKWAL DISTRICT,TALA GANG TEHSIL,TALA GANG MC,"50,000 - 99,999",37766,2.82,5.69,FEMALE,32484
PUNJAB,040,CHAKWAL DISTRICT,TALA GANG TEHSIL,TALA GANG MC,"50,000 - 99,999",37766,2.82,5.69,TRANSGENDER,10
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,KALLAR KAHAR MC,"10,000 - 24,999",NA,NA,5.59,ALL SEXES,24283
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,KALLAR KAHAR MC,"10,000 - 24,999",NA,NA,5.59,MALE,12738
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,KALLAR KAHAR MC,"10,000 - 24,999",NA,NA,5.59,FEMALE,11541
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,KALLAR KAHAR MC,"10,000 - 24,999",NA,NA,5.59,TRANSGENDER,4
PUNJAB,040,CHAKWAL DISTRICT,CHOA SAIDAN SHAH TEHSIL,CHOA SAIDAN SHAH MC,"10,000 - 24,999",13418,2.77,5.85,ALL SEXES,22574
PUNJAB,040,CHAKWAL DISTRICT,CHOA SAIDAN SHAH TEHSIL,CHOA SAIDAN SHAH MC,"10,000 - 24,999",13418,2.77,5.85,MALE,11431
PUNJAB,040,CHAKWAL DISTRICT,CHOA SAIDAN SHAH TEHSIL,CHOA SAIDAN SHAH MC,"10,000 - 24,999",13418,2.77,5.85,FEMALE,11137
PUNJAB,040,CHAKWAL DISTRICT,CHOA SAIDAN SHAH TEHSIL,CHOA SAIDAN SHAH MC,"10,000 - 24,999",13418,2.77,5.85,TRANSGENDER,6
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,BHAUN MC,"10,000 - 24,999",NA,NA,5.3,ALL SEXES,18859
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,BHAUN MC,"10,000 - 24,999",NA,NA,5.3,MALE,9582
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,BHAUN MC,"10,000 - 24,999",NA,NA,5.3,FEMALE,9277
PUNJAB,040,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,BHAUN MC,"10,000 - 24,999",NA,NA,5.3,TRANSGENDER,0
PUNJAB,040,CHAKWAL DISTRICT,LAWA TEHSIL,LAWA MC,"10,000 - 24,999",NA,NA,5.35,ALL SEXES,15595
PUNJAB,040,CHAKWAL DISTRICT,LAWA TEHSIL,LAWA MC,"10,000 - 24,999",NA,NA,5.35,MALE,7447
PUNJAB,040,CHAKWAL DISTRICT,LAWA TEHSIL,LAWA MC,"10,000 - 24,999",NA,NA,5.35,FEMALE,8146
PUNJAB,040,CHAKWAL DISTRICT,LAWA TEHSIL,LAWA MC,"10,000 - 24,999",NA,NA,5.35,TRANSGENDER,2
