province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,1,3105,1.31,19801,8.32,288
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,1,18842,7.92,19801,8.32,1974
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,1,51707,21.74,19801,8.32,3929
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,1,155887,65.53,19801,8.32,12646
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,1,8330,3.5,19801,8.32,964
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,2,3105,1.31,67614,28.42,890
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,2,18842,7.92,67614,28.42,5811
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,2,51707,21.74,67614,28.42,15667
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,2,155887,65.53,67614,28.42,43026
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,2,8330,3.5,67614,28.42,2220
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3,3105,1.31,67840,28.52,864
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,3,18842,7.92,67840,28.52,5377
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,3,51707,21.74,67840,28.52,15375
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,3,155887,65.53,67840,28.52,44239
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,3,8330,3.5,67840,28.52,1985
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,4,3105,1.31,43404,18.25,544
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,4,18842,7.92,43404,18.25,3232
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,4,51707,21.74,43404,18.25,9258
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,4,155887,65.53,43404,18.25,28936
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,4,8330,3.5,43404,18.25,1434
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,5,3105,1.31,18692,7.86,217
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,5,18842,7.92,18692,7.86,1228
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,5,51707,21.74,18692,7.86,3585
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,5,155887,65.53,18692,7.86,12939
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,5,8330,3.5,18692,7.86,723
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,6,3105,1.31,10331,4.34,148
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,6,18842,7.92,10331,4.34,644
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,6,51707,21.74,10331,4.34,2016
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,6,155887,65.53,10331,4.34,7067
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,6,8330,3.5,10331,4.34,456
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,7,3105,1.31,4356,1.83,64
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,7,18842,7.92,4356,1.83,240
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,7,51707,21.74,4356,1.83,824
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,7,155887,65.53,4356,1.83,3007
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,7,8330,3.5,4356,1.83,221
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,8,3105,1.31,2735,1.15,47
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,8,18842,7.92,2735,1.15,156
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,8,51707,21.74,2735,1.15,492
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,8,155887,65.53,2735,1.15,1899
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,8,8330,3.5,2735,1.15,141
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,3105,1.31,3098,1.3,43
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,18842,7.92,3098,1.3,180
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,51707,21.74,3098,1.3,561
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,155887,65.53,3098,1.3,2128
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,8330,3.5,3098,1.3,186
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,UNDER CONSTRUCTION,1,2465,1.22,16457,8.18,221
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,LESS THAN 5 YEARS,1,15295,7.6,16457,8.18,1610
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,5-10 YEARS,1,43654,21.69,16457,8.18,3337
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,11-50 YEARS,1,132569,65.88,16457,8.18,10475
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,OVER 50 YEARS,1,7252,3.6,16457,8.18,814
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,UNDER CONSTRUCTION,2,2465,1.22,57290,28.47,687
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,LESS THAN 5 YEARS,2,15295,7.6,57290,28.47,4729
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,5-10 YEARS,2,43654,21.69,57290,28.47,13336
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,11-50 YEARS,2,132569,65.88,57290,28.47,36603
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,OVER 50 YEARS,2,7252,3.6,57290,28.47,1935
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,UNDER CONSTRUCTION,3,2465,1.22,56547,28.1,668
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,LESS THAN 5 YEARS,3,15295,7.6,56547,28.1,4236
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,5-10 YEARS,3,43654,21.69,56547,28.1,12643
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,11-50 YEARS,3,132569,65.88,56547,28.1,37268
PUNJAB,040,CHAKWAL DISTRICT,CHAKWAL DISTRICT,RURAL,OVER 50 YEARS,3,7252,3.6,56547,28.1,1732
